player_id,full_name,nhl_player_id,old_team,new_team,move_type,event_date,url_1,url_2,status
666,Sean Durzi,8480434,Utah Hockey Club,Mammoth,,,,,needs_date
667,Maveric Lamoureux,8483472,Utah Hockey Club,Mammoth,,,,,needs_date
668,John Marino,8478507,Utah Hockey Club,Mammoth,,,,,needs_date
670,Nate Schmidt,8477220,Panthers,Mammoth,,,,,needs_date
671,Mikhail Sergachev,8479410,Utah Hockey Club,Mammoth,,,,,needs_date
674,MacKenzie Weegar,8477346,Flames,Mammoth,,,,,needs_date
680,Curtis Douglas,8480876,Lightning,Canucks,,,,,needs_date
685,Liam Ohgren,8483499,Wild,Canucks,,,,,needs_date
688,Marco Rossi,8482079,Wild,Canucks,,,,,needs_date
690,Zeev Buium,8484798,Wild,Canucks,,,,,needs_date
693,Pierre-Olivier Joseph,8480058,Penguins,Canucks,,,,,needs_date
701,Nic Dowd,8475343,Capitals,Golden Knights,,,,,needs_date
710,Mitch Marner,8478483,Maple Leafs,Golden Knights,,,,,needs_date
713,Colton Sissons,8476925,Predators,Golden Knights,,,,,needs_date
714,Cole Smith,8482062,Predators,Golden Knights,,,,,needs_date
718,Rasmus Andersson,8478397,Flames,Golden Knights,,,,,needs_date
719,Dylan Coghlan,8479639,Jets,Golden Knights,,,,,needs_date
724,Jeremy Lauzon,8478468,Predators,Golden Knights,,,,,needs_date
726,Jaycob Megna,8477034,Panthers,Golden Knights,,,,,needs_date
732,David Kampf,8480144,Maple Leafs,Canucks,,,,,needs_date
732,David Kampf,8480144,Canucks,Capitals,,,,,needs_date
740,Justin Sourdif,8482088,Panthers,Capitals,,,,,needs_date
743,Declan Chisholm,8480990,Wild,Capitals,,,,,needs_date
747,Timothy Liljegren,8480043,Sharks,Capitals,,,,,needs_date
756,Cole Koepke,8481043,Bruins,Jets,,,,,needs_date
760,Gustav Nyquist,8474679,Wild,Jets,,,,,needs_date
762,Isak Rosen,8482765,Sabres,Jets,,,,,needs_date
766,Jacob Bryson,8480196,Sabres,Jets,,,,,needs_date
