player_id,full_name,position,group,line_slot,team_code,nhl_team_code,team_slug,team_city,nhl_player_id,wikipedia_slug,capwages_slug,roster_source,fetch_date
42,Wyatt Johnston,C,f1,f1:C,DAL,DAL,dallas-stars,Dallas,8482740,Wyatt_Johnston,wyatt-johnston,nhl_toi_position,2026-05-28
43,Mikko Rantanen,R,f1,f1:R,DAL,DAL,dallas-stars,Dallas,8478420,Mikko_Rantanen,mikko-rantanen,nhl_toi_position,2026-05-28
44,Miro Heiskanen,D,d1,d1:D,DAL,DAL,dallas-stars,Dallas,8480036,Miro_Heiskanen,miro-heiskanen,nhl_toi_position,2026-05-28
45,Esa Lindell,D,d1,d1:D,DAL,DAL,dallas-stars,Dallas,8476902,Esa_Lindell,esa-lindell,nhl_toi_position,2026-05-28
46,Lucas Raymond,L,f1,f1:L,DET,DET,detroit-red-wings,Detroit,8482078,Lucas_Raymond,lucas-raymond,nhl_toi_position,2026-05-28
47,Dylan Larkin,C,f1,f1:C,DET,DET,detroit-red-wings,Detroit,8477946,Dylan_Larkin,dylan-larkin,nhl_toi_position,2026-05-28
48,Alex DeBrincat,R,f1,f1:R,DET,DET,detroit-red-wings,Detroit,8479337,Alex_DeBrincat,alex-debrincat,nhl_toi_position,2026-05-28
49,Moritz Seider,D,d1,d1:D,DET,DET,detroit-red-wings,Detroit,8481542,Moritz_Seider,moritz-seider,nhl_toi_position,2026-05-28
50,Simon Edvinsson,D,d1,d1:D,DET,DET,detroit-red-wings,Detroit,8482762,Simon_Edvinsson,simon-edvinsson,nhl_toi_position,2026-05-28
51,Zach Hyman,L,f1,f1:L,EDM,EDM,edmonton-oilers,Edmonton,8475786,Zach_Hyman,zach-hyman,nhl_toi_position,2026-05-28
52,Connor McDavid,C,f1,f1:C,EDM,EDM,edmonton-oilers,Edmonton,8478402,Connor_McDavid,connor-mcdavid,nhl_toi_position,2026-05-28
53,Vasily Podkolzin,R,f1,f1:R,EDM,EDM,edmonton-oilers,Edmonton,8481617,Vasily_Podkolzin,vasily-podkolzin,nhl_toi_position,2026-05-28
54,Evan Bouchard,D,d1,d1:D,EDM,EDM,edmonton-oilers,Edmonton,8480803,Evan_Bouchard,evan-bouchard,nhl_toi_position,2026-05-28
55,Darnell Nurse,D,d1,d1:D,EDM,EDM,edmonton-oilers,Edmonton,8477498,Darnell_Nurse,darnell-nurse,nhl_toi_position,2026-05-28
