player_id,full_name,nhl_player_id,jersey_list_member,jersey_rank,asg2024_member,asg2024_votes,asg_fanvote_seasons,match_note
515,Connor Dewar,8480980,0,,0,,,
516,Filip Hallander,8480842,0,,0,,,
517,Kevin Hayes,8475763,0,,0,,,
518,Ben Kindel,8485414,0,,0,,,
519,Ville Koivunen,8482758,0,,0,,,
520,Blake Lizotte,8481481,0,,0,,,
521,Evgeni Malkin,8471215,0,,0,,,
522,Anthony Mantha,8477511,0,,0,,,
523,Tommy Novak,8478438,0,,0,,,
524,Rickard Rakell,8476483,0,,0,,,
525,Bryan Rust,8475810,0,,0,,,
526,Elmer Soderblom,8481725,0,,0,,,
527,Connor Clifton,8477365,0,,0,,,
528,Samuel Girard,8479398,0,,0,,,
529,Ryan Graves,8477435,0,,0,,,
530,Erik Karlsson,8474578,0,,0,,,
531,Kris Letang,8471724,0,,0,,,
532,Jake Livanavage,8486169,0,,0,,,
533,Ryan Shea,8478854,0,,0,,,
534,Ilya Solovyov,8482470,0,,0,,,
535,Jack St. Ivany,8481030,0,,0,,,
536,Parker Wotherspoon,8478450,0,,0,,,
537,Macklin Celebrini,8484801,1,10,0,,,
538,Ty Dellandrea,8480848,0,,0,,,
539,William Eklund,8482667,0,,0,,,
540,Adam Gaudette,8478874,0,,0,,,
541,Barclay Goodrow,8476624,0,,0,,,
542,Collin Graf,8484911,0,,0,,,
543,Philipp Kurashev,8480798,0,,0,,,
544,Michael Misa,8485402,0,,0,,,
545,Zack Ostapchuk,8482859,0,,0,,,
546,Ryan Reaves,8471817,0,,0,,,
547,Pavol Regenda,8483630,0,,0,,,
548,Kiefer Sherwood,8480748,0,,0,,,
549,Will Smith,8484227,0,,0,,,
550,Tyler Toffoli,8475726,0,,0,,,
551,Alexander Wennberg,8477505,0,,0,,,
552,Vincent Desharnais,8479576,0,,0,,,
553,Sam Dickinson,8484806,0,,0,,,
554,Mario Ferraro,8479983,0,,0,,,
555,John Klingberg,8475906,0,,0,,,
556,Nick Leddy,8475181,0,,0,,,
557,Shakir Mukhamadullin,8482166,0,,0,,,
558,Dmitry Orlov,8475200,0,,0,,,
559,Matty Beniers,8482665,0,,0,,,
560,Berkly Catton,8484800,0,,0,,,
561,Jordan Eberle,8474586,0,,0,,,
562,Frederick Gaudreau,8477919,0,,0,,,
563,Kaapo Kakko,8481554,0,,0,,,
564,Jared McCann,8477955,0,,0,,,
565,Bobby McMann,8482259,0,,0,,,
566,Ben Meyers,8483570,0,,0,,,
567,Jaden Schwartz,8475768,0,,0,,,
568,Chandler Stephenson,8476905,0,,0,,,
569,Eeli Tolvanen,8480009,0,,0,,,
570,Ryan Winterton,8482751,0,,0,,,
571,Shane Wright,8483524,0,,0,,,
572,Vince Dunn,8478407,0,,0,,,
573,Ryker Evans,8482858,0,,0,,,
574,Cale Fleury,8479985,0,,0,,,
575,Adam Larsson,8476457,0,,0,,,
576,Ryan Lindgren,8479324,0,,0,,,
577,Joshua Mahura,8479372,0,,0,,,
578,Brandon Montour,8477986,0,,0,,,
579,Jamie Oleksiak,8476467,0,,0,,,
580,Jonatan Berggren,8481013,0,,0,,,
581,Pavel Buchnevich,8477402,0,,0,,,
582,Jonathan Drouin,8477494,0,,0,,,
583,Dalibor Dvorsky,8484164,0,,0,,,
584,Jack Finley,8482090,0,,0,,,
585,Dylan Holloway,8482077,0,,0,,,
586,Jordan Kyrou,8479385,0,,0,,,
587,Jake Neighbours,8482089,0,,0,,,
588,Jimmy Snuggerud,8483516,0,,0,,,
589,Oskar Sundqvist,8476897,0,,0,,,
590,Pius Suter,8480459,0,,0,,,
591,Robert Thomas,8480023,0,,0,,,
