player_id,full_name,nhl_player_id,wikipedia_slug_chosen,wikidata_qid,wiki_match,wd_label,wd_nhl_id,wd_birth,nhl_birth,verdict
224,Andrew Copp,8477429,Andrew_Copp,Q19800096,occupation,Andrew Copp,8477429,1994,,ok_nhl_id
225,Alex DeBrincat,8479337,Alex_DeBrincat,Q21621150,occupation,Alex DeBrincat,8479337,1997,,ok_nhl_id
226,Emmitt Finnie,8484471,Emmitt_Finnie,Q136463467,occupation,Emmitt Finnie,8484471,2005,,ok_nhl_id
227,Patrick Kane,8474141,Patrick_Kane,Q335876,occupation,Patrick Kane,8474141,1988,,ok_nhl_id
228,Marco Kasper,8483464,Marco_Kasper,Q110273344,occupation,Marco Kasper,8483464,2004,,ok_nhl_id
229,Dylan Larkin,8477946,Dylan_Larkin,Q17180725,occupation,Dylan Larkin,8477946,1996,,ok_nhl_id
230,David Perron,8474102,David_Perron,Q354570,occupation,David Perron,8474102,1988,,ok_nhl_id
231,Michael Rasmussen,8479992,Michael_Rasmussen_(ice_hockey),Q27922520,occupation,Michael Rasmussen,8479992,1999,,ok_nhl_id
232,Lucas Raymond,8482078,Lucas_Raymond,Q60248316,occupation,Lucas Raymond,8482078,2002,,ok_nhl_id
233,James van Riemsdyk,8474037,James_van_Riemsdyk,Q27502,occupation,James van Riemsdyk,8474037,1989,,ok_nhl_id
234,Jacob Bernard-Docker,8480879,Jacob_Bernard-Docker,Q55183457,occupation,Jacob Bernard-Docker,8480879,2000,,ok_nhl_id
235,Ben Chiarot,8475279,Ben_Chiarot,Q15131093,occupation,Ben Chiarot,8475279,1991,,ok_nhl_id
236,Simon Edvinsson,8482762,Simon_Edvinsson,Q104451267,occupation,Simon Edvinsson,8482762,2003,,ok_nhl_id
237,Justin Faulk,8475753,Justin_Faulk,Q187535,occupation,Justin Faulk,8475753,1992,,ok_nhl_id
238,Travis Hamonic,8474612,Travis_Hamonic,Q762612,occupation,Travis Hamonic,8474612,1990,,ok_nhl_id
239,Albert Johansson,8481607,Albert_Johansson,Q64808406,occupation,Albert Johansson,8481607,2001,,ok_nhl_id
240,Moritz Seider,8481542,Moritz_Seider,Q61037528,occupation,Moritz Seider,8481542,2001,,ok_nhl_id
241,Colton Dach,8482703,Colton_Dach,Q120638015,occupation,Colton Dach,8482703,2003,,ok_nhl_id
242,Jason Dickinson,8477450,Jason_Dickinson,Q13581459,occupation,Jason Dickinson,8477450,1995,,ok_nhl_id
243,Leon Draisaitl,8477934,Leon_Draisaitl,Q15012236,occupation,Leon Draisaitl,8477934,1995,,ok_nhl_id
244,Trent Frederic,8479365,Trent_Frederic,Q24804873,occupation,Trent Frederic,8479365,1998,,ok_nhl_id
245,Adam Henrique,8474641,Adam_Henrique,Q324136,occupation,Adam Henrique,8474641,1990,,ok_nhl_id
246,Zach Hyman,8475786,Zach_Hyman,Q19878924,occupation,Zach Hyman,8475786,1992,,ok_nhl_id
247,Mattias Janmark,8477406,Mattias_Janmark,Q6791770,occupation,Mattias Janmark-Nylén,8477406,1992,,ok_nhl_id
248,Max Jones,8479368,Max_Jones_(ice_hockey),Q21621612,occupation,Max Jones,8479368,1998,,ok_nhl_id
249,Kasperi Kapanen,8477953,Kasperi_Kapanen,Q11870266,occupation,joonas koivu,8477953,1996,,ok_nhl_id
250,Curtis Lazar,8477508,Curtis_Lazar,Q5195806,occupation,Curtis Lazar,8477508,1995,,ok_nhl_id
251,Connor McDavid,8478402,Connor_McDavid,Q2806736,occupation,Connor McDavid,8478402,1997,,ok_nhl_id
252,Ryan Nugent-Hopkins,8476454,Ryan_Nugent-Hopkins,Q715578,occupation,Ryan Nugent-Hopkins,8476454,1993,,ok_nhl_id
253,Vasily Podkolzin,8481617,Vasily_Podkolzin,Q58755513,occupation,Vasili Podkolzin,8481617,2001,,ok_nhl_id
254,Jack Roslovic,8478458,Jack_Roslovic,Q20727776,occupation,Jack Roslovic,8478458,1997,,ok_nhl_id
255,Josh Samanski,8484509,Josh_Samanski,Q115593838,occupation,Josh Samanski,8484509,2002,,ok_nhl_id
256,Matt Savoie,8483512,Matthew_Savoie_(ice_hockey),Q81906752,nhl_id,Matthew Savoie,8483512,2004,,ok_nhl_id
257,Evan Bouchard,8480803,Evan_Bouchard,Q50347957,occupation,Evan Bouchard,8480803,1999,,ok_nhl_id
258,Mattias Ekholm,8475218,Mattias_Ekholm,Q3062859,occupation,Mattias Ekholm,8475218,1990,,ok_nhl_id
259,Ty Emberson,8480834,Ty_Emberson,Q123003338,occupation,Ty Emberson,8480834,2000,,ok_nhl_id
260,Connor Murphy,8476473,Connor_Murphy,Q2993498,occupation,Connor Murphy,8476473,1993,,ok_nhl_id
261,Darnell Nurse,8477498,Darnell_Nurse,Q13486477,occupation,Darnell Nurse,8477498,1995,,ok_nhl_id
262,Spencer Stastney,8481056,Spencer_Stastney,Q117379235,occupation,Spencer Stastney,8481056,2000,,ok_nhl_id
263,Jake Walman,8478013,Jake_Walman,Q81066813,occupation,Jake Walman,8478013,1996,,ok_nhl_id
264,Aleksander Barkov,8477493,Aleksander_Barkov,Q620356,occupation,Aleksander Barkov,8477493,1995,,ok_nhl_id
265,Sam Bennett,8477935,Sam_Bennett_(ice_hockey),Q16212438,occupation,Sam Bennett,8477935,1996,,ok_nhl_id
266,Jesper Boqvist,8480003,Jesper_Boqvist,Q29359317,occupation,Jesper Boqvist,8480003,1998,,ok_nhl_id
267,Jonah Gadjovich,8479981,Jonah_Gadjovich,Q106879987,occupation,Jonah Gadjovich,8479981,1998,,ok_nhl_id
268,A.J. Greer,8478421,A._J._Greer,Q27841034,occupation,A.J. Greer,8478421,1996,,ok_nhl_id
269,Vinnie Hinostroza,8476994,Vinnie_Hinostroza,Q20090912,occupation,Vinnie Hinostroza,8476994,1994,,ok_nhl_id
270,Luke Kunin,8479316,Luke_Kunin,Q24797868,occupation,Luke Kunin,8479316,1997,,ok_nhl_id
271,Anton Lundell,8482113,Anton_Lundell,Q56402315,occupation,Anton Lundell,8482113,2001,,ok_nhl_id
272,Eetu Luostarinen,8480185,Eetu_Luostarinen,Q28028703,occupation,Eetu Luostarinen,8480185,1998,,ok_nhl_id
273,Brad Marchand,8473419,Brad_Marchand,Q80733,occupation,Brad Marchand,8473419,1988,,ok_nhl_id
274,Tomas Nosek,8477931,Tomáš_Nosek,Q7820627,occupation,Tomáš Nosek,8477931,1992,,ok_nhl_id
275,Cole Reinhardt,8481133,Cole_Reinhardt,Q111536206,occupation,Cole Reinhardt,8481133,2000,,ok_nhl_id
276,Sam Reinhart,8477933,Sam_Reinhart,Q15952002,occupation,Sam Reinhart,8477933,1995,,ok_nhl_id
277,Evan Rodrigues,8478542,Evan_Rodrigues,Q21622571,occupation,Evan Rodrigues,8478542,1993,,ok_nhl_id
278,Mackie Samoskevich,8482713,Mackie_Samoskevich,Q107629892,occupation,Mackie Samoskevich,8482713,2002,,ok_nhl_id
279,Cole Schwindt,8481655,Cole_Schwindt,Q110160733,occupation,Cole Schwindt,8481655,2001,,ok_nhl_id
280,Matthew Tkachuk,8479314,Matthew_Tkachuk,Q21064031,occupation,Matthew Tkachuk,8479314,1997,,ok_nhl_id
281,Carter Verhaeghe,8477409,Carter_Verhaeghe,Q63248066,occupation,Carter Verhaeghe,8477409,1995,,ok_nhl_id
282,Uvis Balinskis,8484304,Uvis_Balinskis,Q29913994,occupation,Uvis Balinskis,8484304,1996,,ok_nhl_id
283,Aaron Ekblad,8477932,Aaron_Ekblad,Q4661992,occupation,Aaron Ekblad,8477932,1996,,ok_nhl_id
284,Gustav Forsling,8478055,Gustav_Forsling,Q18238939,occupation,Gustav Forsling,8478055,1996,,ok_nhl_id
285,Seth Jones,8477495,Seth_Jones,Q4014741,occupation,Seth Jones,8477495,1994,,ok_nhl_id
286,Dmitry Kulikov,8475179,Dmitry_Kulikov_(ice_hockey),Q977337,occupation,Dmitri Kulikov,8475179,1990,,ok_nhl_id
287,Niko Mikkola,8478859,Niko_Mikkola,Q5493915,occupation,Niko Mikkola,8478859,1996,,ok_nhl_id
288,Donovan Sebrango,8482131,Donovan_Sebrango,Q113945974,occupation,Donovan Sebrango,8482131,2002,,ok_nhl_id
289,Joel Armia,8476469,Joel_Armia,Q979188,occupation,Joel Armia,8476469,1993,,ok_nhl_id
290,Quinton Byfield,8482124,Quinton_Byfield,Q66472667,occupation,Quinton Byfield,8482124,2002,,ok_nhl_id
291,Kevin Fiala,8477942,Kevin_Fiala,Q15989104,occupation,Kevin Fiala,8477942,1996,,ok_nhl_id
292,Samuel Helenius,8482726,Samuel_Helenius,Q100775889,occupation,Samuel Helenius,8482726,2002,,ok_nhl_id
293,Mathieu Joseph,8478472,Mathieu_Joseph,Q56876976,occupation,Mathieu Joseph,8478472,1997,,ok_nhl_id
294,Adrian Kempe,8477960,Adrian_Kempe,Q15619153,occupation,Adrian Kempe,8477960,1996,,ok_nhl_id
295,Anze Kopitar,8471685,Anže_Kopitar,Q375787,occupation,Anže Kopitar,8471685,1987,,ok_nhl_id
296,Andrei Kuzmenko,8483808,Andrei_Kuzmenko,Q20744952,occupation,Andrei Kuzmenko,8483808,1996,,ok_nhl_id
297,Alex Laferriere,8482155,Alex_Laferriere,Q123022909,occupation,Alex Laferriere,8482155,2001,,ok_nhl_id
298,Scott Laughton,8476872,Scott_Laughton,Q3476249,occupation,Scott Laughton,8476872,1994,,ok_nhl_id
299,Jeff Malott,8482408,Jeff_Malott,Q111320459,occupation,Jeff Malott,8482408,1996,,ok_nhl_id
300,Trevor Moore,8479675,Trevor_Moore_(ice_hockey),Q60194335,occupation,Trevor Moore,8479675,1995,,ok_nhl_id
301,Artemi Panarin,8478550,Artemi_Panarin,Q593699,occupation,Artemi Panarin,8478550,1991,,ok_nhl_id
302,Alex Turcotte,8481532,Alex_Turcotte,Q61748311,occupation,Alex Turcotte,8481532,2001,,ok_nhl_id
303,Taylor Ward,8483406,Taylor_Ward_(ice_hockey),Q133896106,occupation,Taylor Ward,8483406,1998,,ok_nhl_id
304,Jared Wright,8483756,Jared_Wright_(ice_hockey),Q138565548,occupation,Jared Wright,8483756,2002,,ok_nhl_id
305,Mikey Anderson,8479998,Mikey_Anderson,Q86746353,occupation,Mikey Anderson,8479998,1999,,ok_nhl_id
306,Cody Ceci,8476879,Cody_Ceci,Q2981716,occupation,Cody Ceci,8476879,1993,,ok_nhl_id
307,Brandt Clarke,8482730,Brandt_Clarke,Q107638205,occupation,Brandt Clarke,8482730,2003,,ok_nhl_id
308,Drew Doughty,8474563,Drew_Doughty,Q706924,occupation,Drew Doughty,8474563,1989,,ok_nhl_id
309,Brian Dumoulin,8475208,Brian_Dumoulin,Q4963628,occupation,Brian Dumoulin,8475208,1991,,ok_nhl_id
310,Joel Edmundson,8476441,Joel_Edmundson,Q21079893,occupation,Joel Edmundson,8476441,1993,,ok_nhl_id
311,Jacob Moverare,8479421,Jacob_Moverare,Q22279303,occupation,Jacob Moverare,8479421,1998,,ok_nhl_id
312,Nicolas Aube-Kubel,8477979,Nicolas_Aubé-Kubel,Q57990345,occupation,Nicolas Aubé-Kubel,8477979,1996,,ok_nhl_id
313,Matt Boldy,8481557,Matt_Boldy,Q64781754,occupation,Matt Boldy,8481557,2001,,ok_nhl_id
314,Bobby Brink,8481553,Bobby_Brink,Q111526026,occupation,Bobby Brink,8481553,2001,,ok_nhl_id
315,Joel Eriksson Ek,8478493,Joel_Eriksson_Ek,Q19957723,occupation,Joel Eriksson Ek,8478493,1997,,ok_nhl_id
316,Robby Fabbri,8477952,Robby_Fabbri,Q16864070,occupation,Robby Fabbri,8477952,1996,,ok_nhl_id
317,Marcus Foligno,8475220,Marcus_Foligno,Q246404,occupation,Marcus Foligno,8475220,1991,,ok_nhl_id
318,Nick Foligno,8473422,Nick_Foligno,Q943363,occupation,Nick Foligno,8473422,1987,,ok_nhl_id
319,Hunter Haight,8483452,Hunter_Haight,Q136470517,occupation,Hunter Haight,8483452,2004,,ok_nhl_id
320,Ryan Hartman,8477451,Ryan_Hartman,Q13581452,occupation,Ryan Hartman,8477451,1994,,ok_nhl_id
321,Marcus Johansson,8475149,"Marcus_Johansson_(ice_hockey,_born_1990)",Q1859905,nhl_id,Marcus Johansson,8475149,1990,,ok_nhl_id
322,Ben Jones,8480259,Ben_Jones_(ice_hockey),Q109660586,occupation,Ben Jones,8480259,1999,,ok_nhl_id
323,Kirill Kaprizov,8478864,Kirill_Kaprizov,Q20164618,occupation,Kirill Kaprizov,8478864,1997,,ok_nhl_id
324,Michael McCarron,8477446,Michael_McCarron,Q13580957,occupation,Michael McCarron,8477446,1995,,ok_nhl_id
325,Nico Sturm,8481477,Nico_Sturm,Q62794466,occupation,Nico Sturm,8481477,1995,,ok_nhl_id
326,Vladimir Tarasenko,8475765,Vladimir_Tarasenko,Q715587,occupation,Vladimir Tarasenko,8475765,1991,,ok_nhl_id
327,Yakov Trenin,8478508,Yakov_Trenin,Q24352194,occupation,Yakov Trenin,8478508,1997,,ok_nhl_id
328,Danila Yurov,8483525,Danila_Yurov,Q110282106,occupation,Danila Yurov,8483525,2003,,ok_nhl_id
329,Mats Zuccarello,8475692,Mats_Zuccarello,Q252043,occupation,Mats Zuccarello,8475692,1987,,ok_nhl_id
330,Zach Bogosian,8474567,Zach_Bogosian,Q139302,occupation,Zach Bogosian,8474567,1990,,ok_nhl_id
331,Jonas Brodin,8476463,Jonas_Brodin,Q1702919,occupation,Jonas Brodin,8476463,1993,,ok_nhl_id
332,Brock Faber,8482122,Brock_Faber,Q110973348,occupation,Brock Faber,8482122,2002,,ok_nhl_id
333,Viking Gustafsson Nyberg,8486166,Viking_Gustafsson_Nyberg,Q135893027,occupation,Viking Gustafsson Nyberg,,2003,2003,ok_dob
334,Quinn Hughes,8480800,Quinn_Hughes,Q47492979,occupation,Quinn Hughes,8480800,1999,,ok_nhl_id
335,Daemon Hunt,8482094,Daemon_Hunt,Q123231079,occupation,Daemon Hunt,8482094,2002,,ok_nhl_id
336,Matt Kiersted,8482641,Matt_Kiersted,Q106364527,occupation,Matt Kiersted,8482641,1998,,ok_nhl_id
337,Carson Lambos,8482781,Carson_Lambos,Q105293487,occupation,Carson Lambos,8482781,2003,,ok_nhl_id
338,Jake Middleton,8478136,Jake_Middleton,Q60463976,occupation,Jacob Middleton,8478136,1996,,ok_nhl_id
339,Jeff Petry,8473507,Jeff_Petry,Q550890,occupation,Jeff Petry,8473507,1987,,ok_nhl_id
340,David Spacek,8483766,David_Špaček,Q114350612,occupation,David Špaček,8483766,2003,,ok_nhl_id
341,Jared Spurgeon,8474716,Jared_Spurgeon,Q550849,occupation,Jared Spurgeon,8474716,1989,,ok_nhl_id
342,Josh Anderson,8476981,Josh_Anderson_(ice_hockey),Q18921336,occupation,Josh Anderson,8476981,1994,,ok_nhl_id
343,Owen Beck,8483424,Owen_Beck_(ice_hockey),Q114056232,occupation,Owen Beck,8483424,2004,,ok_nhl_id
344,Zachary Bolduc,8482737,Zachary_Bolduc,Q107671161,occupation,Zachary Bolduc,8482737,2003,,ok_nhl_id
345,Cole Caufield,8481540,Cole_Caufield,Q62287650,occupation,Cole Caufield,8481540,2001,,ok_nhl_id
346,Kirby Dach,8481523,Kirby_Dach,Q61755215,occupation,Kirby Dach,8481523,2001,,ok_nhl_id
347,Phillip Danault,8476479,Phillip_Danault,Q3381073,occupation,Phillip Danault,8476479,1993,,ok_nhl_id
348,Ivan Demidov,8484984,Ivan_Demidov,Q115325153,occupation,Ivan Demidov,8484984,2005,,ok_nhl_id
349,Jake Evans,8478133,Jake_Evans_(ice_hockey),Q84527727,occupation,Jake Evans,8478133,1996,,ok_nhl_id
350,Brendan Gallagher,8475848,Brendan_Gallagher,Q2924426,occupation,Brendan Gallagher,8475848,1992,,ok_nhl_id
351,Oliver Kapanen,8482775,Oliver_Kapanen,Q108586045,occupation,Oliver Kapanen,8482775,2003,,ok_nhl_id
352,Patrik Laine,8479339,Patrik_Laine,Q17382085,occupation,Patrik Laine,8479339,1998,,ok_nhl_id
353,Alex Newhook,8481618,Alex_Newhook,Q64781759,occupation,Alex Newhook,8481618,2001,,ok_nhl_id
354,Juraj Slafkovský,8483515,Juraj_Slafkovský,Q107074729,occupation,Juraj Slafkovský,8483515,2004,,ok_nhl_id
355,Nick Suzuki,8480018,Nick_Suzuki,Q29287706,occupation,Nick Suzuki,8480018,1999,,ok_nhl_id
356,Alexandre Texier,8480074,Alexandre_Texier,Q30729474,occupation,Alexandre Texier,8480074,1999,,ok_nhl_id
357,Joe Veleno,8480813,Joe_Veleno,Q20973749,occupation,Joseph Veleno,8480813,2000,,ok_nhl_id
358,Florian Xhekaj,8484403,Florian_Xhekaj,Q120129774,occupation,Florian Xhekaj,8484403,2004,,ok_nhl_id
359,Alexandre Carrier,8478851,Alexandre_Carrier,Q28466396,occupation,Alexandre Carrier,8478851,1996,,ok_nhl_id
360,Noah Dobson,8480865,Noah_Dobson,Q52063145,occupation,Noah Dobson,8480865,2000,,ok_nhl_id
361,Adam Engstrom,8483686,Adam_Engström,Q135438271,occupation,Adam Engström,8483686,2003,,ok_nhl_id
362,Kaiden Guhle,8482087,Kaiden_Guhle,Q99744351,occupation,Kaiden Guhle,8482087,2002,,ok_nhl_id
363,Lane Hutson,8483457,Lane_Hutson,Q81903752,occupation,Lane Hutson,8483457,2004,,ok_nhl_id
364,Mike Matheson,8476875,Mike_Matheson,Q3313431,occupation,Mike Matheson,8476875,1994,,ok_nhl_id
365,David Reinbacher,8484220,David_Reinbacher,Q116769129,occupation,David Reinbacher,8484220,2004,,ok_nhl_id
366,Jayden Struble,8481593,Jayden_Struble,Q123527598,occupation,Jayden Struble,8481593,2001,,ok_nhl_id
367,Arber Xhekaj,8482964,Arber_Xhekaj,Q114631109,occupation,Arber Xhekaj,8482964,2001,,ok_nhl_id
368,Ross Colton,8479525,Ross_Colton,Q105672753,occupation,Ross Colton,8479525,1996,,ok_nhl_id
369,Luke Evangelista,8482146,Luke_Evangelista,Q116947087,occupation,Luke Evangelista,8482146,2002,,ok_nhl_id
370,Filip Forsberg,8476887,Filip_Forsberg,Q1413527,occupation,Filip Forsberg,8476887,1994,,ok_nhl_id
371,Erik Haula,8475287,Erik_Haula,Q11858149,occupation,Erik Haula,8475287,1991,,ok_nhl_id
372,Tyson Jost,8479370,Tyson_Jost,Q22005703,occupation,Tyson Jost,8479370,1998,,ok_nhl_id
373,Jonathan Marchessault,8476539,Jonathan_Marchessault,Q3183311,occupation,Jonathan Marchessault,8476539,1990,,ok_nhl_id
374,Ryan O'Reilly,8475158,Ryan_O'Reilly,Q861211,occupation,Ryan O'Reilly,8475158,1991,,ok_nhl_id
375,Steven Stamkos,8474564,Steven_Stamkos,Q520397,occupation,Steven Stamkos,8474564,1990,,ok_nhl_id
376,Fedor Svechkov,8482768,Fedor_Svechkov,Q107640761,occupation,Fyodor Svechkov,8482768,2003,,ok_nhl_id
377,Ozzy Wiesblatt,8482103,Ozzy_Wiesblatt,Q100189128,occupation,Ozzy Wiesblatt,8482103,2002,,ok_nhl_id
378,Matthew Wood,8484241,Matthew_Wood_(ice_hockey),Q120064321,occupation,Matthew Wood,8484241,2005,,ok_nhl_id
379,Justin Barron,8482111,Justin_Barron,Q100166662,occupation,Justin Barron,8482111,2001,,ok_nhl_id
380,Nicolas Hague,8479980,Nicolas_Hague,Q28090632,occupation,Nicolas Hague,8479980,1998,,ok_nhl_id
381,Roman Josi,8474600,Roman_Josi,Q440285,occupation,Roman Josi,8474600,1990,,ok_nhl_id
382,Nick Perbix,8480246,Nick_Perbix,Q110810900,occupation,Nick Perbix,8480246,1998,,ok_nhl_id
383,Brady Skjei,8476869,Brady_Skjei,Q2923509,occupation,Brady Skjei,8476869,1994,,ok_nhl_id
384,Adam Wilsby,8482482,Adam_Wilsby,Q67558595,occupation,Adam Wilsby,8482482,2000,,ok_nhl_id
385,Nick Bjugstad,8475760,Nick_Bjugstad,Q3047621,occupation,Nick Bjugstad,8475760,1992,,ok_nhl_id
386,Jesper Bratt,8479407,Jesper_Bratt,Q30229860,occupation,Jesper Bratt,8479407,1998,,ok_nhl_id
387,Connor Brown,8477015,Connor_Brown_(ice_hockey),Q16209503,occupation,Connor Brown,8477015,1994,,ok_nhl_id
388,Paul Cotter,8481032,Paul_Cotter,Q109521040,occupation,Paul Cotter,8481032,1999,,ok_nhl_id
389,Evgenii Dadonov,8474149,Evgenii_Dadonov,Q209947,occupation,Evgenii Dadonov,8474149,1989,,ok_nhl_id
390,Cody Glass,8479996,Cody_Glass,Q28869018,occupation,Cody Glass,8479996,1999,,ok_nhl_id
391,Arseny Gritsyuk,8481721,Arseni_Gritsyuk,Q110279142,occupation,Arseni Gritsyuk,8481721,2001,,ok_nhl_id
392,Nico Hischier,8480002,Nico_Hischier,Q23817773,occupation,Nico Hischier,8480002,1999,,ok_nhl_id
393,Jack Hughes,8481559,Jack_Hughes,Q55614777,occupation,Jack Hughes,8481559,2001,,ok_nhl_id
394,Zack MacEwen,8479772,Zack_MacEwen,Q61699318,occupation,Zack MacEwen,8479772,1996,,ok_nhl_id
395,Timo Meier,8478414,Timo_Meier,Q20392160,occupation,Timo Meier,8478414,1996,,ok_nhl_id
396,Dawson Mercer,8482110,Dawson_Mercer,Q99744349,occupation,Dawson Mercer,8482110,2001,,ok_nhl_id
397,Stefan Noesen,8476474,Stefan_Noesen,Q524005,occupation,Stefan Noesen,8476474,1993,,ok_nhl_id
398,Maxim Tsyplakov,8484958,Maxim_Tsyplakov,Q108923123,occupation,Maxim Tsyplakov,8484958,1998,,ok_nhl_id
399,Dennis Cholowski,8479395,Dennis_Cholowski,Q24790832,occupation,Dennis Cholowski,8479395,1998,,ok_nhl_id
400,Brenden Dillon,8475455,Brenden_Dillon,Q4558770,occupation,Brenden Dillon,8475455,1990,,ok_nhl_id
401,Dougie Hamilton,8476462,Dougie_Hamilton,Q522687,occupation,Dougie Hamilton,8476462,1993,,ok_nhl_id
402,Luke Hughes,8482684,Luke_Hughes_(ice_hockey),Q107636885,occupation,Luke Hughes,8482684,2003,,ok_nhl_id
403,Johnathan Kovacevic,8480192,Johnathan_Kovacevic,Q110726950,occupation,Johnathan Kovacevic,8480192,1997,,ok_nhl_id
404,Simon Nemec,8483495,Šimon_Nemec,Q106943350,occupation,Šimon Nemec,8483495,2004,,ok_nhl_id
405,Brett Pesce,8477488,Brett_Pesce,Q21278883,occupation,Brett Pesce,8477488,1994,,ok_nhl_id
406,Jonas Siegenthaler,8478399,Jonas_Siegenthaler,Q16990473,occupation,Jonas Siegenthaler,8478399,1997,,ok_nhl_id
407,Mathew Barzal,8478445,Mathew_Barzal,Q17385625,occupation,Mathew Barzal,8478445,1997,,ok_nhl_id
408,Casey Cizikas,8475231,Casey_Cizikas,Q2940973,occupation,Casey Cizikas,8475231,1991,,ok_nhl_id
409,Anthony Duclair,8477407,Anthony_Duclair,Q16228616,occupation,Anthony Duclair,8477407,1995,,ok_nhl_id
410,Marc Gatcomb,8483553,Marc_Gatcomb,Q131764819,occupation,Marc Gatcomb,8483553,1999,,ok_nhl_id
411,Emil Heineman,8482476,Emil_Heineman,Q100159282,occupation,Emil Heineman,8482476,2001,,ok_nhl_id
412,Simon Holmstrom,8481601,Simon_Holmström,Q57293781,occupation,Simon Holmström,8481601,2001,,ok_nhl_id
413,Bo Horvat,8477500,Bo_Horvat,Q13581453,occupation,Bo Horvat,8477500,1995,,ok_nhl_id
414,Anders Lee,8475314,Anders_Lee,Q4753855,occupation,Anders Lee,8475314,1990,,ok_nhl_id
415,Kyle MacLean,8481237,Kyle_MacLean,Q124322319,occupation,Kyle MacLean,8481237,1999,,ok_nhl_id
416,Jean-Gabriel Pageau,8476419,Jean-Gabriel_Pageau,Q12860187,occupation,Jean-Gabriel Pageau,8476419,1992,,ok_nhl_id
417,Ondrej Palat,8476292,Ondřej_Palát,Q6381284,occupation,Ondřej Palát,8476292,1991,,ok_nhl_id
418,Kyle Palmieri,8475151,Kyle_Palmieri,Q526935,occupation,Kyle Palmieri,8475151,1991,,ok_nhl_id
419,Brayden Schenn,8475170,Brayden_Schenn,Q902941,occupation,Brayden Schenn,8475170,1991,,ok_nhl_id
420,Max Shabanov,8485702,Maxim_Shabanov,Q123035720,occupation,Maxim Shabanov,8485702,2000,,ok_nhl_id
421,Adam Boqvist,8480871,Adam_Boqvist,Q40592571,occupation,Adam Boqvist,8480871,2000,,ok_nhl_id
422,Tony DeAngelo,8477950,Tony_DeAngelo,Q16228519,occupation,Anthony DeAngelo,8477950,1995,,ok_nhl_id
423,Scott Mayfield,8476429,Scott_Mayfield,Q6380406,occupation,Scott Mayfield,8476429,1992,,ok_nhl_id
424,Adam Pelech,8476917,Adam_Pelech,Q16229469,occupation,Adam Pelech,8476917,1994,,ok_nhl_id
425,Ryan Pulock,8477506,Ryan_Pulock,Q7384450,occupation,Ryan Pulock,8477506,1994,,ok_nhl_id
426,Alexander Romanov,8481014,"Alexander_Romanov_(ice_hockey,_born_2000)",Q56723122,nhl_id,Alexander Romanov,8481014,2000,,ok_nhl_id
427,Matthew Schaefer,8485366,Matthew_Schaefer,Q130416868,occupation,Matthew Schaefer,8485366,2007,,ok_nhl_id
428,Carson Soucy,8477369,Carson_Soucy,Q51403345,occupation,Carson Soucy,8477369,1994,,ok_nhl_id
429,Jonny Brodzinski,8477380,Jonny_Brodzinski,Q20087670,occupation,Jonny Brodzinski,8477380,1993,,ok_nhl_id
430,Jaroslav Chmelar,8482877,Jaroslav_Chmelař,Q120638131,nhl_id,Jaroslav Chmelař,8482877,2003,,ok_nhl_id
431,Will Cuylle,8482157,Will_Cuylle,Q112133947,occupation,Will Cuylle,8482157,2002,,ok_nhl_id
432,Adam Edstrom,8481726,Adam_Edström,Q64853087,occupation,Adam Edström,8481726,2000,,ok_nhl_id
433,Tye Kartye,8481789,Tye_Kartye,Q117865206,occupation,Tye Kartye,8481789,2001,,ok_nhl_id
434,Noah Laba,8483690,Noah_Laba,Q125521759,occupation,Noah Laba,8483690,2003,,ok_nhl_id
435,Alexis Lafrenière,8482109,Alexis_Lafrenière,Q52012798,occupation,Alexis Lafrenière,8482109,2001,,ok_nhl_id
436,J.T. Miller,8476468,J._T._Miller,Q540422,occupation,J. T. Miller,8476468,1993,,ok_nhl_id
437,Gabe Perreault,8484210,Gabe_Perreault,Q120073173,occupation,Gabe Perreault,8484210,2005,,ok_nhl_id
438,Taylor Raddysh,8479390,Taylor_Raddysh,Q28160427,occupation,Taylor Raddysh,8479390,1998,,ok_nhl_id
439,Matt Rempe,8482460,Matt_Rempe,Q124515704,occupation,Matt Rempe,8482460,2002,,ok_nhl_id
440,Conor Sheary,8477839,Conor_Sheary,Q21774096,occupation,Conor Sheary,8477839,1992,,ok_nhl_id
441,Adam Sykora,8483669,Adam_Sýkora,Q81907417,occupation,Adam Sýkora,8483669,2004,,ok_nhl_id
442,Vincent Trocheck,8476389,Vincent_Trocheck,Q7932086,occupation,Vincent Trocheck,8476389,1993,,ok_nhl_id
443,Mika Zibanejad,8476459,Mika_Zibanejad,Q1859388,occupation,Mika Zibanejad,8476459,1993,,ok_nhl_id
444,Will Borgen,8478840,Will_Borgen,Q47067563,occupation,Will Borgen,8478840,1996,,ok_nhl_id
445,Drew Fortescue,8484169,Drew_Fortescue,Q124098758,occupation,Drew Fortescue,8484169,2005,,ok_nhl_id
446,Adam Fox,8479323,Adam_Fox,Q60735944,occupation,Adam Fox,8479323,1998,,ok_nhl_id
447,Vladislav Gavrikov,8478882,Vladislav_Gavrikov,Q20066382,occupation,Vladislav Gavrikov,8478882,1995,,ok_nhl_id
448,Vincent Iorio,8482861,Vincent_Iorio,Q116972089,occupation,Vincent Iorio,8482861,2002,,ok_nhl_id
