player_id,full_name,nhl_player_id,team_code,season,position,age,ppg,toi_per_game,games_played,fetch_date
249,Kasperi Kapanen,8477953,EDM,20232024,R,27,0.3014,14.383,73,2026-08-07
249,Kasperi Kapanen,8477953,EDM,20242025,R,28,0.209,11.912,67,2026-08-07
249,Kasperi Kapanen,8477953,EDM,20252026,R,29,0.4146,14.583,41,2026-08-07
250,Curtis Lazar,8477508,EDM,20232024,C,28,0.3521,12.383,71,2026-08-07
250,Curtis Lazar,8477508,EDM,20242025,C,29,0.1042,10.567,48,2026-08-07
250,Curtis Lazar,8477508,EDM,20252026,C,30,0.1333,8.917,45,2026-08-07
251,Connor McDavid,8478402,EDM,20232024,C,27,1.7368,21.367,76,2026-08-07
251,Connor McDavid,8478402,EDM,20242025,C,28,1.4925,22.033,67,2026-08-07
251,Connor McDavid,8478402,EDM,20252026,C,29,1.6829,22.983,82,2026-08-07
252,Ryan Nugent-Hopkins,8476454,EDM,20232024,C,30,0.8375,19.617,80,2026-08-07
252,Ryan Nugent-Hopkins,8476454,EDM,20242025,C,31,0.6282,18.967,78,2026-08-07
252,Ryan Nugent-Hopkins,8476454,EDM,20252026,C,32,0.7778,19.067,72,2026-08-07
253,Vasily Podkolzin,8481617,EDM,20232024,R,22,0.1053,10.817,19,2026-08-07
253,Vasily Podkolzin,8481617,EDM,20242025,R,23,0.2927,13.217,82,2026-08-07
253,Vasily Podkolzin,8481617,EDM,20252026,R,24,0.4512,15.383,82,2026-08-07
254,Jack Roslovic,8478458,EDM,20232024,C,27,0.5254,15.552,59,2026-08-07
254,Jack Roslovic,8478458,EDM,20242025,C,28,0.4815,13.817,81,2026-08-07
254,Jack Roslovic,8478458,EDM,20252026,C,29,0.5217,15.767,69,2026-08-07
255,Josh Samanski,8484509,EDM,20232024,C,21,,,,2026-08-07
255,Josh Samanski,8484509,EDM,20242025,C,22,,,,2026-08-07
255,Josh Samanski,8484509,EDM,20252026,C,23,0.1667,10.567,24,2026-08-07
256,Matt Savoie,8483512,EDM,20232024,C,20,0.0,3.917,1,2026-08-07
256,Matt Savoie,8483512,EDM,20242025,C,21,0.25,12.517,4,2026-08-07
256,Matt Savoie,8483512,EDM,20252026,C,22,0.4512,14.783,82,2026-08-07
257,Evan Bouchard,8480803,EDM,20232024,D,24,1.0123,23.0,81,2026-08-07
257,Evan Bouchard,8480803,EDM,20242025,D,25,0.8171,23.467,82,2026-08-07
257,Evan Bouchard,8480803,EDM,20252026,D,26,1.1585,24.683,82,2026-08-07
258,Mattias Ekholm,8475218,EDM,20232024,D,33,0.5696,21.05,79,2026-08-07
258,Mattias Ekholm,8475218,EDM,20242025,D,34,0.5077,22.2,65,2026-08-07
258,Mattias Ekholm,8475218,EDM,20252026,D,35,0.5,20.6,82,2026-08-07
259,Ty Emberson,8480834,EDM,20232024,D,23,0.3333,18.55,30,2026-08-07
259,Ty Emberson,8480834,EDM,20242025,D,24,0.1711,15.117,76,2026-08-07
259,Ty Emberson,8480834,EDM,20252026,D,25,0.1667,15.517,72,2026-08-07
260,Connor Murphy,8476473,EDM,20232024,D,30,0.1739,19.833,46,2026-08-07
260,Connor Murphy,8476473,EDM,20242025,D,31,0.2794,20.617,68,2026-08-07
260,Connor Murphy,8476473,EDM,20252026,D,32,0.2125,17.538,80,2026-08-07
261,Darnell Nurse,8477498,EDM,20232024,D,28,0.3951,21.9,81,2026-08-07
261,Darnell Nurse,8477498,EDM,20242025,D,29,0.4342,22.367,76,2026-08-07
261,Darnell Nurse,8477498,EDM,20252026,D,30,0.2927,20.967,82,2026-08-07
262,Spencer Stastney,8481056,EDM,20232024,D,24,0.2,15.983,20,2026-08-07
262,Spencer Stastney,8481056,EDM,20242025,D,25,0.1304,16.183,23,2026-08-07
262,Spencer Stastney,8481056,EDM,20252026,D,26,0.1515,15.503,66,2026-08-07
263,Jake Walman,8478013,EDM,20232024,D,27,0.3333,19.767,63,2026-08-07
263,Jake Walman,8478013,EDM,20242025,D,28,0.6154,22.779,65,2026-08-07
263,Jake Walman,8478013,EDM,20252026,D,29,0.3774,18.75,53,2026-08-07
264,Aleksander Barkov,8477493,FLA,20232024,C,28,1.0959,19.633,73,2026-08-07
264,Aleksander Barkov,8477493,FLA,20242025,C,29,1.0597,20.25,67,2026-08-07
264,Aleksander Barkov,8477493,FLA,20252026,C,30,,,,2026-08-07
265,Sam Bennett,8477935,FLA,20232024,C,27,0.5942,16.617,69,2026-08-07
265,Sam Bennett,8477935,FLA,20242025,C,28,0.6711,17.45,76,2026-08-07
265,Sam Bennett,8477935,FLA,20252026,C,29,0.7632,18.5,76,2026-08-07
266,Jesper Boqvist,8480003,FLA,20232024,C,25,0.2979,11.15,47,2026-08-07
266,Jesper Boqvist,8480003,FLA,20242025,C,26,0.2949,13.25,78,2026-08-07
266,Jesper Boqvist,8480003,FLA,20252026,C,27,0.1781,11.833,73,2026-08-07
267,Jonah Gadjovich,8479981,FLA,20232024,L,25,0.1026,7.433,39,2026-08-07
267,Jonah Gadjovich,8479981,FLA,20242025,L,26,0.0952,8.45,42,2026-08-07
267,Jonah Gadjovich,8479981,FLA,20252026,L,27,0.3,7.95,10,2026-08-07
268,A.J. Greer,8478421,FLA,20232024,L,27,0.2034,8.833,59,2026-08-07
268,A.J. Greer,8478421,FLA,20242025,L,28,0.2099,9.6,81,2026-08-07
268,A.J. Greer,8478421,FLA,20252026,L,29,0.4103,12.433,78,2026-08-07
269,Vinnie Hinostroza,8476994,FLA,20232024,C,29,0.2143,9.75,14,2026-08-07
269,Vinnie Hinostroza,8476994,FLA,20242025,C,30,0.2632,13.014,38,2026-08-07
269,Vinnie Hinostroza,8476994,FLA,20252026,C,31,0.2769,10.936,65,2026-08-07
270,Luke Kunin,8479316,FLA,20232024,C,26,0.2338,15.733,77,2026-08-07
270,Luke Kunin,8479316,FLA,20242025,C,27,0.24,14.693,75,2026-08-07
270,Luke Kunin,8479316,FLA,20252026,C,28,0.1613,9.683,62,2026-08-07
271,Anton Lundell,8482113,FLA,20232024,C,22,0.4487,15.383,78,2026-08-07
271,Anton Lundell,8482113,FLA,20242025,C,23,0.5696,16.717,79,2026-08-07
271,Anton Lundell,8482113,FLA,20252026,C,24,0.6875,19.15,64,2026-08-07
272,Eetu Luostarinen,8480185,FLA,20232024,C,25,0.3293,15.933,82,2026-08-07
272,Eetu Luostarinen,8480185,FLA,20242025,C,26,0.3,15.283,80,2026-08-07
272,Eetu Luostarinen,8480185,FLA,20252026,C,27,0.4521,16.567,73,2026-08-07
273,Brad Marchand,8473419,FLA,20232024,L,35,0.8171,19.1,82,2026-08-07
273,Brad Marchand,8473419,FLA,20242025,L,36,0.7183,18.318,71,2026-08-07
273,Brad Marchand,8473419,FLA,20252026,L,37,1.0385,17.733,52,2026-08-07
274,Tomas Nosek,8477931,FLA,20232024,L,31,0.1667,11.817,36,2026-08-07
274,Tomas Nosek,8477931,FLA,20242025,L,32,0.1525,9.817,59,2026-08-07
274,Tomas Nosek,8477931,FLA,20252026,L,33,0.1905,14.117,21,2026-08-07
275,Cole Reinhardt,8481133,FLA,20232024,L,24,,,,2026-08-07
275,Cole Reinhardt,8481133,FLA,20242025,L,25,0.1176,8.2,17,2026-08-07
275,Cole Reinhardt,8481133,FLA,20252026,L,26,0.2542,10.644,59,2026-08-07
276,Sam Reinhart,8477933,FLA,20232024,C,28,1.1463,20.3,82,2026-08-07
276,Sam Reinhart,8477933,FLA,20242025,C,29,1.0253,20.5,79,2026-08-07
276,Sam Reinhart,8477933,FLA,20252026,C,30,0.9531,21.283,64,2026-08-07
277,Evan Rodrigues,8478542,FLA,20232024,C,30,0.4875,15.167,80,2026-08-07
277,Evan Rodrigues,8478542,FLA,20242025,C,31,0.3902,15.217,82,2026-08-07
277,Evan Rodrigues,8478542,FLA,20252026,C,32,0.4493,17.0,69,2026-08-07
278,Mackie Samoskevich,8482713,FLA,20232024,R,21,0.0,12.033,7,2026-08-07
278,Mackie Samoskevich,8482713,FLA,20242025,R,22,0.4306,13.317,72,2026-08-07
278,Mackie Samoskevich,8482713,FLA,20252026,R,23,0.4156,14.467,77,2026-08-07
279,Cole Schwindt,8481655,FLA,20232024,C,22,0.0,6.8,4,2026-08-07
279,Cole Schwindt,8481655,FLA,20242025,C,23,0.1905,9.25,42,2026-08-07
279,Cole Schwindt,8481655,FLA,20252026,C,24,0.2414,10.033,29,2026-08-07
280,Matthew Tkachuk,8479314,FLA,20232024,L,26,1.1,18.633,80,2026-08-07
280,Matthew Tkachuk,8479314,FLA,20242025,L,27,1.0962,18.233,52,2026-08-07
280,Matthew Tkachuk,8479314,FLA,20252026,L,28,1.0968,18.3,31,2026-08-07
281,Carter Verhaeghe,8477409,FLA,20232024,C,28,0.9474,17.967,76,2026-08-07
281,Carter Verhaeghe,8477409,FLA,20242025,C,29,0.6543,17.867,81,2026-08-07
281,Carter Verhaeghe,8477409,FLA,20252026,C,30,0.7143,17.617,77,2026-08-07
282,Uvis Balinskis,8484304,FLA,20232024,D,27,0.1154,14.1,26,2026-08-07
282,Uvis Balinskis,8484304,FLA,20242025,D,28,0.2368,14.85,76,2026-08-07
282,Uvis Balinskis,8484304,FLA,20252026,D,29,0.2778,16.367,54,2026-08-07
283,Aaron Ekblad,8477932,FLA,20232024,D,27,0.3529,20.867,51,2026-08-07
283,Aaron Ekblad,8477932,FLA,20242025,D,28,0.5893,23.517,56,2026-08-07
283,Aaron Ekblad,8477932,FLA,20252026,D,29,0.3611,22.483,72,2026-08-07
284,Gustav Forsling,8478055,FLA,20232024,D,27,0.4937,22.15,79,2026-08-07
284,Gustav Forsling,8478055,FLA,20242025,D,28,0.3875,22.95,80,2026-08-07
284,Gustav Forsling,8478055,FLA,20252026,D,29,0.35,22.633,80,2026-08-07
285,Seth Jones,8477495,FLA,20232024,D,29,0.4627,25.483,67,2026-08-07
285,Seth Jones,8477495,FLA,20242025,D,30,0.5714,24.639,63,2026-08-07
285,Seth Jones,8477495,FLA,20252026,D,31,0.6154,23.7,52,2026-08-07
286,Dmitry Kulikov,8475179,FLA,20232024,D,33,0.2632,16.517,76,2026-08-07
286,Dmitry Kulikov,8475179,FLA,20242025,D,34,0.1857,19.267,70,2026-08-07
286,Dmitry Kulikov,8475179,FLA,20252026,D,35,0.0,18.033,19,2026-08-07
287,Niko Mikkola,8478859,FLA,20232024,D,27,0.2073,20.033,82,2026-08-07
287,Niko Mikkola,8478859,FLA,20242025,D,28,0.2895,20.2,76,2026-08-07
287,Niko Mikkola,8478859,FLA,20252026,D,29,0.1618,20.35,68,2026-08-07
288,Donovan Sebrango,8482131,FLA,20232024,D,22,,,,2026-08-07
288,Donovan Sebrango,8482131,FLA,20242025,D,23,0.0,10.317,2,2026-08-07
288,Donovan Sebrango,8482131,FLA,20252026,D,24,0.1905,15.106,42,2026-08-07
289,Joel Armia,8476469,LA,20232024,R,30,0.3788,15.55,66,2026-08-07
289,Joel Armia,8476469,LA,20242025,R,31,0.358,14.3,81,2026-08-07
289,Joel Armia,8476469,LA,20252026,R,32,0.3731,14.067,67,2026-08-07
290,Quinton Byfield,8482124,LA,20232024,R,21,0.6875,16.483,80,2026-08-07
290,Quinton Byfield,8482124,LA,20242025,R,22,0.6667,18.617,81,2026-08-07
290,Quinton Byfield,8482124,LA,20252026,R,23,0.6203,20.017,79,2026-08-07
291,Kevin Fiala,8477942,LA,20232024,L,27,0.8902,18.033,82,2026-08-07
291,Kevin Fiala,8477942,LA,20242025,L,28,0.7407,18.517,81,2026-08-07
291,Kevin Fiala,8477942,LA,20252026,L,29,0.7143,19.117,56,2026-08-07
292,Samuel Helenius,8482726,LA,20232024,C,21,,,,2026-08-07
292,Samuel Helenius,8482726,LA,20242025,C,22,0.14,8.65,50,2026-08-07
292,Samuel Helenius,8482726,LA,20252026,C,23,0.1698,7.983,53,2026-08-07
293,Mathieu Joseph,8478472,LA,20232024,R,26,0.4861,16.467,72,2026-08-07
293,Mathieu Joseph,8478472,LA,20242025,R,27,0.2333,11.9,60,2026-08-07
293,Mathieu Joseph,8478472,LA,20252026,R,28,0.2157,11.989,51,2026-08-07
294,Adrian Kempe,8477960,LA,20232024,R,27,0.974,18.933,77,2026-08-07
294,Adrian Kempe,8477960,LA,20242025,R,28,0.9012,19.15,81,2026-08-07
294,Adrian Kempe,8477960,LA,20252026,R,29,0.9012,19.3,81,2026-08-07
295,Anze Kopitar,8471685,LA,20232024,C,36,0.8642,19.65,81,2026-08-07
295,Anze Kopitar,8471685,LA,20242025,C,37,0.8272,18.95,81,2026-08-07
295,Anze Kopitar,8471685,LA,20252026,C,38,0.5672,19.117,67,2026-08-07
296,Andrei Kuzmenko,8483808,LA,20232024,L,27,0.6389,14.88,72,2026-08-07
296,Andrei Kuzmenko,8483808,LA,20242025,L,28,0.5606,15.629,66,2026-08-07
296,Andrei Kuzmenko,8483808,LA,20252026,L,29,0.4808,14.917,52,2026-08-07
297,Alex Laferriere,8482155,LA,20232024,R,22,0.284,13.217,81,2026-08-07
297,Alex Laferriere,8482155,LA,20242025,R,23,0.5455,16.533,77,2026-08-07
297,Alex Laferriere,8482155,LA,20252026,R,24,0.5366,18.317,82,2026-08-07
298,Scott Laughton,8476872,LA,20232024,C,29,0.4756,15.65,82,2026-08-07
298,Scott Laughton,8476872,LA,20242025,C,30,0.3875,14.6,80,2026-08-07
298,Scott Laughton,8476872,LA,20252026,C,31,0.3125,14.356,64,2026-08-07
299,Jeff Malott,8482408,LA,20232024,L,27,,,,2026-08-07
299,Jeff Malott,8482408,LA,20242025,L,28,0.0833,10.283,12,2026-08-07
299,Jeff Malott,8482408,LA,20252026,L,29,0.1552,8.817,58,2026-08-07
300,Trevor Moore,8479675,LA,20232024,L,28,0.6951,17.983,82,2026-08-07
300,Trevor Moore,8479675,LA,20242025,L,29,0.5634,16.883,71,2026-08-07
300,Trevor Moore,8479675,LA,20252026,L,30,0.4638,16.733,69,2026-08-07
301,Artemi Panarin,8478550,LA,20232024,L,32,1.4634,20.117,82,2026-08-07
301,Artemi Panarin,8478550,LA,20242025,L,33,1.1125,19.683,80,2026-08-07
301,Artemi Panarin,8478550,LA,20252026,L,34,1.0769,20.844,78,2026-08-07
302,Alex Turcotte,8481532,LA,20232024,C,22,0.2,9.283,20,2026-08-07
302,Alex Turcotte,8481532,LA,20242025,C,23,0.3676,11.733,68,2026-08-07
302,Alex Turcotte,8481532,LA,20252026,C,24,0.2258,10.833,62,2026-08-07
303,Taylor Ward,8483406,LA,20232024,R,25,,,,2026-08-07
303,Taylor Ward,8483406,LA,20242025,R,26,1.0,14.867,1,2026-08-07
303,Taylor Ward,8483406,LA,20252026,R,27,0.1944,9.467,36,2026-08-07
304,Jared Wright,8483756,LA,20232024,R,21,,,,2026-08-07
304,Jared Wright,8483756,LA,20242025,R,22,,,,2026-08-07
304,Jared Wright,8483756,LA,20252026,R,23,0.1739,11.433,23,2026-08-07
305,Mikey Anderson,8479998,LA,20232024,D,24,0.2432,20.633,74,2026-08-07
305,Mikey Anderson,8479998,LA,20242025,D,25,0.3117,22.683,77,2026-08-07
305,Mikey Anderson,8479998,LA,20252026,D,26,0.25,20.567,80,2026-08-07
306,Cody Ceci,8476879,LA,20232024,D,30,0.3165,20.017,79,2026-08-07
306,Cody Ceci,8476879,LA,20242025,D,31,0.2824,21.207,85,2026-08-07
306,Cody Ceci,8476879,LA,20252026,D,32,0.1098,17.567,82,2026-08-07
307,Brandt Clarke,8482730,LA,20232024,D,20,0.375,13.65,16,2026-08-07
307,Brandt Clarke,8482730,LA,20242025,D,21,0.4231,16.283,78,2026-08-07
307,Brandt Clarke,8482730,LA,20252026,D,22,0.4878,19.8,82,2026-08-07
308,Drew Doughty,8474563,LA,20232024,D,34,0.6098,25.8,82,2026-08-07
308,Drew Doughty,8474563,LA,20242025,D,35,0.5667,24.133,30,2026-08-07
308,Drew Doughty,8474563,LA,20252026,D,36,0.3194,23.083,72,2026-08-07
309,Brian Dumoulin,8475208,LA,20232024,D,32,0.2,17.017,80,2026-08-07
309,Brian Dumoulin,8475208,LA,20242025,D,33,0.275,19.551,80,2026-08-07
309,Brian Dumoulin,8475208,LA,20252026,D,34,0.2073,17.75,82,2026-08-07
310,Joel Edmundson,8476441,LA,20232024,D,30,0.1132,16.665,53,2026-08-07
310,Joel Edmundson,8476441,LA,20242025,D,31,0.274,20.583,73,2026-08-07
310,Joel Edmundson,8476441,LA,20252026,D,32,0.2805,18.483,82,2026-08-07
311,Jacob Moverare,8479421,LA,20232024,D,25,0.0417,10.45,24,2026-08-07
311,Jacob Moverare,8479421,LA,20242025,D,26,0.1633,11.867,49,2026-08-07
311,Jacob Moverare,8479421,LA,20252026,D,27,0.0,8.783,15,2026-08-07
312,Nicolas Aube-Kubel,8477979,MIN,20232024,R,27,0.2667,12.2,60,2026-08-07
312,Nicolas Aube-Kubel,8477979,MIN,20242025,R,28,0.0909,9.424,22,2026-08-07
312,Nicolas Aube-Kubel,8477979,MIN,20252026,R,29,0.3333,11.617,6,2026-08-07
313,Matt Boldy,8481557,MIN,20232024,L,22,0.92,18.917,75,2026-08-07
313,Matt Boldy,8481557,MIN,20242025,L,23,0.8902,20.283,82,2026-08-07
313,Matt Boldy,8481557,MIN,20252026,L,24,1.1184,20.567,76,2026-08-07
314,Bobby Brink,8481553,MIN,20232024,R,22,0.4035,13.8,57,2026-08-07
314,Bobby Brink,8481553,MIN,20242025,R,23,0.519,14.833,79,2026-08-07
314,Bobby Brink,8481553,MIN,20252026,R,24,0.4412,15.152,68,2026-08-07
315,Joel Eriksson Ek,8478493,MIN,20232024,C,27,0.8312,20.533,77,2026-08-07
315,Joel Eriksson Ek,8478493,MIN,20242025,C,28,0.6304,19.767,46,2026-08-07
315,Joel Eriksson Ek,8478493,MIN,20252026,C,29,0.7286,19.083,70,2026-08-07
316,Robby Fabbri,8477952,MIN,20232024,C,28,0.4706,12.867,68,2026-08-07
316,Robby Fabbri,8477952,MIN,20242025,C,29,0.3636,16.2,44,2026-08-07
316,Robby Fabbri,8477952,MIN,20252026,C,30,0.2381,11.814,21,2026-08-07
317,Marcus Foligno,8475220,MIN,20232024,L,32,0.4,14.483,55,2026-08-07
317,Marcus Foligno,8475220,MIN,20242025,L,33,0.3766,14.483,77,2026-08-07
317,Marcus Foligno,8475220,MIN,20252026,L,34,0.2321,12.85,56,2026-08-07
318,Nick Foligno,8473422,MIN,20232024,L,36,0.5,17.767,74,2026-08-07
318,Nick Foligno,8473422,MIN,20242025,L,37,0.4487,15.917,78,2026-08-07
318,Nick Foligno,8473422,MIN,20252026,L,38,0.2778,12.648,54,2026-08-07
319,Hunter Haight,8483452,MIN,20232024,C,19,,,,2026-08-07
319,Hunter Haight,8483452,MIN,20242025,C,20,,,,2026-08-07
319,Hunter Haight,8483452,MIN,20252026,C,21,0.2222,10.833,9,2026-08-07
320,Ryan Hartman,8477451,MIN,20232024,R,29,0.6081,16.517,74,2026-08-07
320,Ryan Hartman,8477451,MIN,20242025,R,30,0.3768,14.967,69,2026-08-07
320,Ryan Hartman,8477451,MIN,20252026,R,31,0.5658,16.75,76,2026-08-07
321,Marcus Johansson,8475149,MIN,20232024,L,33,0.3846,15.883,78,2026-08-07
321,Marcus Johansson,8475149,MIN,20242025,L,34,0.4722,16.383,72,2026-08-07
321,Marcus Johansson,8475149,MIN,20252026,L,35,0.6533,15.417,75,2026-08-07
322,Ben Jones,8480259,MIN,20232024,C,24,,,,2026-08-07
322,Ben Jones,8480259,MIN,20242025,C,25,0.0,8.383,26,2026-08-07
322,Ben Jones,8480259,MIN,20252026,C,26,0.1071,8.833,28,2026-08-07
323,Kirill Kaprizov,8478864,MIN,20232024,L,26,1.28,21.583,75,2026-08-07
323,Kirill Kaprizov,8478864,MIN,20242025,L,27,1.3659,22.467,41,2026-08-07
323,Kirill Kaprizov,8478864,MIN,20252026,L,28,1.141,22.15,78,2026-08-07
324,Michael McCarron,8477446,MIN,20232024,C,28,0.3143,12.767,70,2026-08-07
324,Michael McCarron,8477446,MIN,20242025,C,29,0.1892,13.75,74,2026-08-07
324,Michael McCarron,8477446,MIN,20252026,C,30,0.2152,14.036,79,2026-08-07
325,Nico Sturm,8481477,MIN,20232024,C,28,0.2063,14.667,63,2026-08-07
325,Nico Sturm,8481477,MIN,20242025,C,29,0.2258,10.416,62,2026-08-07
325,Nico Sturm,8481477,MIN,20252026,C,30,0.2245,10.95,49,2026-08-07
326,Vladimir Tarasenko,8475765,MIN,20232024,R,32,0.7237,15.737,76,2026-08-07
326,Vladimir Tarasenko,8475765,MIN,20242025,R,33,0.4125,14.783,80,2026-08-07
326,Vladimir Tarasenko,8475765,MIN,20252026,R,34,0.6267,14.933,75,2026-08-07
327,Yakov Trenin,8478508,MIN,20232024,C,27,0.2237,14.575,76,2026-08-07
327,Yakov Trenin,8478508,MIN,20242025,C,28,0.1974,12.517,76,2026-08-07
327,Yakov Trenin,8478508,MIN,20252026,C,29,0.2805,13.283,82,2026-08-07
328,Danila Yurov,8483525,MIN,20232024,R,20,,,,2026-08-07
328,Danila Yurov,8483525,MIN,20242025,R,21,,,,2026-08-07
328,Danila Yurov,8483525,MIN,20252026,R,22,0.3699,13.3,73,2026-08-07
329,Mats Zuccarello,8475692,MIN,20232024,C,36,0.913,18.9,69,2026-08-07
329,Mats Zuccarello,8475692,MIN,20242025,C,37,0.7826,19.65,69,2026-08-07
329,Mats Zuccarello,8475692,MIN,20252026,C,38,0.9153,18.65,59,2026-08-07
330,Zach Bogosian,8474567,MIN,20232024,D,33,0.2154,17.878,65,2026-08-07
330,Zach Bogosian,8474567,MIN,20242025,D,34,0.1975,15.8,81,2026-08-07
330,Zach Bogosian,8474567,MIN,20252026,D,35,0.1463,14.55,41,2026-08-07
331,Jonas Brodin,8476463,MIN,20232024,D,30,0.4355,23.367,62,2026-08-07
331,Jonas Brodin,8476463,MIN,20242025,D,31,0.4,22.95,50,2026-08-07
331,Jonas Brodin,8476463,MIN,20252026,D,32,0.2903,20.283,62,2026-08-07
332,Brock Faber,8482122,MIN,20232024,D,21,0.5732,24.967,82,2026-08-07
332,Brock Faber,8482122,MIN,20242025,D,22,0.3718,25.533,78,2026-08-07
332,Brock Faber,8482122,MIN,20252026,D,23,0.6375,24.683,80,2026-08-07
333,Viking Gustafsson Nyberg,8486166,MIN,20232024,D,20,,,,2026-08-07
333,Viking Gustafsson Nyberg,8486166,MIN,20242025,D,21,,,,2026-08-07
333,Viking Gustafsson Nyberg,8486166,MIN,20252026,D,22,0.0,21.3,2,2026-08-07
334,Quinn Hughes,8480800,MIN,20232024,D,24,1.122,24.683,82,2026-08-07
334,Quinn Hughes,8480800,MIN,20242025,D,25,1.1176,25.733,68,2026-08-07
334,Quinn Hughes,8480800,MIN,20252026,D,26,1.027,27.736,74,2026-08-07
335,Daemon Hunt,8482094,MIN,20232024,D,21,0.0833,11.5,12,2026-08-07
335,Daemon Hunt,8482094,MIN,20242025,D,22,0.0,8.017,1,2026-08-07
335,Daemon Hunt,8482094,MIN,20252026,D,23,0.1875,12.433,32,2026-08-07
336,Matt Kiersted,8482641,MIN,20232024,D,25,,,,2026-08-07
336,Matt Kiersted,8482641,MIN,20242025,D,26,0.5,12.683,2,2026-08-07
336,Matt Kiersted,8482641,MIN,20252026,D,27,0.1667,15.733,6,2026-08-07
337,Carson Lambos,8482781,MIN,20232024,D,21,,,,2026-08-07
337,Carson Lambos,8482781,MIN,20242025,D,22,,,,2026-08-07
337,Carson Lambos,8482781,MIN,20252026,D,23,0.0,10.267,1,2026-08-07
338,Jake Middleton,8478136,MIN,20232024,D,28,0.3125,19.817,80,2026-08-07
338,Jake Middleton,8478136,MIN,20242025,D,29,0.3134,21.867,67,2026-08-07
338,Jake Middleton,8478136,MIN,20252026,D,30,0.2133,17.5,75,2026-08-07
339,Jeff Petry,8473507,MIN,20232024,D,36,0.3288,18.8,73,2026-08-07
339,Jeff Petry,8473507,MIN,20242025,D,37,0.1818,18.9,44,2026-08-07
339,Jeff Petry,8473507,MIN,20252026,D,38,0.1343,14.758,67,2026-08-07
340,David Spacek,8483766,MIN,20232024,D,20,,,,2026-08-07
340,David Spacek,8483766,MIN,20242025,D,21,,,,2026-08-07
340,David Spacek,8483766,MIN,20252026,D,22,0.0,10.75,2,2026-08-07
341,Jared Spurgeon,8474716,MIN,20232024,D,34,0.3125,23.333,16,2026-08-07
341,Jared Spurgeon,8474716,MIN,20242025,D,35,0.4848,20.45,66,2026-08-07
341,Jared Spurgeon,8474716,MIN,20252026,D,36,0.2785,19.6,79,2026-08-07
342,Josh Anderson,8476981,MON,20232024,R,29,0.2564,15.467,78,2026-08-07
342,Josh Anderson,8476981,MON,20242025,R,30,0.3333,14.317,81,2026-08-07
342,Josh Anderson,8476981,MON,20252026,R,31,0.3194,14.017,72,2026-08-07
343,Owen Beck,8483424,MON,20232024,C,19,,,,2026-08-07
343,Owen Beck,8483424,MON,20242025,C,20,0.0833,9.983,12,2026-08-07
343,Owen Beck,8483424,MON,20252026,C,21,0.0667,9.183,15,2026-08-07
344,Zachary Bolduc,8482737,MON,20232024,R,20,0.36,12.017,25,2026-08-07
344,Zachary Bolduc,8482737,MON,20242025,R,21,0.5,12.8,72,2026-08-07
344,Zachary Bolduc,8482737,MON,20252026,R,22,0.3846,13.633,78,2026-08-07
345,Cole Caufield,8481540,MON,20232024,R,23,0.7927,19.417,82,2026-08-07
345,Cole Caufield,8481540,MON,20242025,R,24,0.8537,18.083,82,2026-08-07
345,Cole Caufield,8481540,MON,20252026,R,25,1.0864,18.183,81,2026-08-07
346,Kirby Dach,8481523,MON,20232024,C,23,1.0,13.017,2,2026-08-07
346,Kirby Dach,8481523,MON,20242025,C,24,0.386,15.667,57,2026-08-07
346,Kirby Dach,8481523,MON,20252026,C,25,0.4054,13.65,37,2026-08-07
347,Phillip Danault,8476479,MON,20232024,C,30,0.6026,18.017,78,2026-08-07
347,Phillip Danault,8476479,MON,20242025,C,31,0.5375,17.667,80,2026-08-07
347,Phillip Danault,8476479,MON,20252026,C,32,0.2267,15.567,75,2026-08-07
348,Ivan Demidov,8484984,MON,20232024,R,18,,,,2026-08-07
348,Ivan Demidov,8484984,MON,20242025,R,19,1.0,13.717,2,2026-08-07
348,Ivan Demidov,8484984,MON,20252026,R,20,0.7561,15.5,82,2026-08-07
349,Jake Evans,8478133,MON,20232024,C,27,0.3415,16.017,82,2026-08-07
349,Jake Evans,8478133,MON,20242025,C,28,0.439,15.55,82,2026-08-07
349,Jake Evans,8478133,MON,20252026,C,29,0.3529,15.35,68,2026-08-07
350,Brendan Gallagher,8475848,MON,20232024,R,31,0.4026,13.783,77,2026-08-07
350,Brendan Gallagher,8475848,MON,20242025,R,32,0.4634,13.917,82,2026-08-07
350,Brendan Gallagher,8475848,MON,20252026,R,33,0.2987,12.35,77,2026-08-07
351,Oliver Kapanen,8482775,MON,20232024,C,20,,,,2026-08-07
351,Oliver Kapanen,8482775,MON,20242025,C,21,0.1111,10.883,18,2026-08-07
351,Oliver Kapanen,8482775,MON,20252026,C,22,0.4512,14.467,82,2026-08-07
352,Patrik Laine,8479339,MON,20232024,L,25,0.5,15.217,18,2026-08-07
352,Patrik Laine,8479339,MON,20242025,L,26,0.6346,14.3,52,2026-08-07
352,Patrik Laine,8479339,MON,20252026,L,27,0.2,12.6,5,2026-08-07
353,Alex Newhook,8481618,MON,20232024,C,23,0.6182,16.933,55,2026-08-07
353,Alex Newhook,8481618,MON,20242025,C,24,0.3171,15.133,82,2026-08-07
353,Alex Newhook,8481618,MON,20252026,C,25,0.5952,14.483,42,2026-08-07
354,Juraj Slafkovský,8483515,MON,20232024,L,19,0.6098,17.933,82,2026-08-07
354,Juraj Slafkovský,8483515,MON,20242025,L,20,0.6456,17.35,79,2026-08-07
