player_id,full_name,nhl_player_id,capwages_nhlid,cap_hit_M,season,contract_type,cap_quality,cap_note,source_url,fetched_at
39,Pavel Zacha,8478401,8478401,4.7500,2023-24,Standard Contract (Extension),ok,,https://capwages.com/players/pavel-zacha,2026-08-08T18:53:41.068777+00:00
39,Pavel Zacha,8478401,8478401,4.7500,2024-25,Standard Contract (Extension),ok,,https://capwages.com/players/pavel-zacha,2026-08-08T18:53:41.068777+00:00
39,Pavel Zacha,8478401,8478401,4.7500,2025-26,Standard Contract (Extension),ok,,https://capwages.com/players/pavel-zacha,2026-08-08T18:53:41.068777+00:00
40,Jonathan Aspirot,8481219,8481219,,2023-24,,low,no 2023-24 detail,https://capwages.com/players/jonathan-aspirot,2026-08-08T18:53:41.068777+00:00
40,Jonathan Aspirot,8481219,8481219,,2024-25,,low,did not play this season,https://capwages.com/players/jonathan-aspirot,2026-08-08T18:53:41.068777+00:00
40,Jonathan Aspirot,8481219,8481219,0.7750,2025-26,Two-Way Contract ,ok,,https://capwages.com/players/jonathan-aspirot,2026-08-08T18:53:41.068777+00:00
41,Jordan Harris,8480887,8480887,1.4000,2023-24,Standard Contract (Extension),ok,,https://capwages.com/players/jordan-harris,2026-08-08T18:53:41.068777+00:00
41,Jordan Harris,8480887,8480887,1.4000,2024-25,Standard Contract (Extension),ok,,https://capwages.com/players/jordan-harris,2026-08-08T18:53:41.068777+00:00
41,Jordan Harris,8480887,8480887,0.8250,2025-26,Standard Contract,ok,,https://capwages.com/players/jordan-harris,2026-08-08T18:53:41.068777+00:00
42,Henri Jokiharju,8480035,8480035,2.5000,2023-24,Standard Contract,ok,,https://capwages.com/players/henri-jokiharju,2026-08-08T18:53:41.068777+00:00
42,Henri Jokiharju,8480035,8480035,3.1000,2024-25,Standard Contract,ok,,https://capwages.com/players/henri-jokiharju,2026-08-08T18:53:41.068777+00:00
42,Henri Jokiharju,8480035,8480035,3.0000,2025-26,Standard Contract (Extension),ok,,https://capwages.com/players/henri-jokiharju,2026-08-08T18:53:41.068777+00:00
