game_date,season,game_type,visitor_team,visitor_code,visitor_goals,home_team,home_code,home_goals,overtime,attendance,game_length,neutral_site,venue_note,in_window,fetch_date
2023-10-10,20232024,regular,Chicago Blackhawks,CHI,4,Pittsburgh Penguins,PIT,2,,18411,2:34,0,,1,2026-08-08
2023-10-10,20232024,regular,Nashville Predators,NAS,3,Tampa Bay Lightning,TB,5,,19092,2:33,0,,1,2026-08-08
2023-10-10,20232024,regular,Seattle Kraken,SEA,1,Vegas Golden Knights,VEG,4,,18724,2:22,0,,1,2026-08-08
2023-10-11,20232024,regular,Chicago Blackhawks,CHI,1,Boston Bruins,BOS,3,,17850,2:29,0,,1,2026-08-08
2023-10-11,20232024,regular,Winnipeg Jets,WPG,3,Calgary Flames,CGY,5,,17414,2:32,0,,1,2026-08-08
2023-10-11,20232024,regular,Ottawa Senators,OTT,3,Carolina Hurricanes,CAR,5,,18893,2:33,0,,1,2026-08-08
2023-10-11,20232024,regular,Colorado Avalanche,COL,5,Los Angeles Kings,LA,2,,18145,2:37,0,,1,2026-08-08
2023-10-11,20232024,regular,Montreal Canadiens,MON,5,Toronto Maple Leafs,TOR,6,SO,18948,2:46,0,,1,2026-08-08
2023-10-11,20232024,regular,Edmonton Oilers,EDM,1,Vancouver Canucks,VAN,8,,18706,2:33,0,,1,2026-08-08
2023-10-12,20232024,regular,New York Rangers,NYR,5,Buffalo Sabres,BUF,1,,19070,2:26,0,,1,2026-08-08
2023-10-12,20232024,regular,Philadelphia Flyers,PHI,4,Columbus Blue Jackets,CBJ,2,,18614,2:26,0,,1,2026-08-08
2023-10-12,20232024,regular,St. Louis Blues,STL,1,Dallas Stars,DAL,2,SO,18532,2:40,0,,1,2026-08-08
2023-10-12,20232024,regular,Florida Panthers,FLA,0,Minnesota Wild,MIN,2,,18976,2:37,0,,1,2026-08-08
2023-10-12,20232024,regular,Seattle Kraken,SEA,0,Nashville Predators,NAS,3,,17629,2:21,0,,1,2026-08-08
2023-10-12,20232024,regular,Detroit Red Wings,DET,3,New Jersey Devils,NJ,4,,16514,2:29,0,,1,2026-08-08
2023-10-12,20232024,regular,Vegas Golden Knights,VEG,4,San Jose Sharks,SJ,1,,17435,2:28,0,,1,2026-08-08
2023-10-13,20232024,regular,Arizona Coyotes,UTA,4,New Jersey Devils,NJ,3,SO,16514,2:43,0,,1,2026-08-08
2023-10-13,20232024,regular,Pittsburgh Penguins,PIT,4,Washington Capitals,WAS,0,,18573,2:34,0,,1,2026-08-08
2023-10-14,20232024,regular,Nashville Predators,NAS,2,Boston Bruins,BOS,3,,17850,2:33,0,,1,2026-08-08
2023-10-14,20232024,regular,New York Rangers,NYR,3,Columbus Blue Jackets,CBJ,5,,16520,2:34,0,,1,2026-08-08
2023-10-14,20232024,regular,Tampa Bay Lightning,TB,4,Detroit Red Wings,DET,6,,19515,2:28,0,,1,2026-08-08
2023-10-14,20232024,regular,Vancouver Canucks,VAN,4,Edmonton Oilers,EDM,3,,18347,2:30,0,,1,2026-08-08
2023-10-14,20232024,regular,Carolina Hurricanes,CAR,6,Los Angeles Kings,LA,5,SO,17517,2:57,0,,1,2026-08-08
2023-10-14,20232024,regular,Chicago Blackhawks,CHI,2,Montreal Canadiens,MON,3,,21105,2:26,0,,1,2026-08-08
2023-10-14,20232024,regular,Buffalo Sabres,BUF,2,New York Islanders,NYI,3,,17255,2:29,0,,1,2026-08-08
2023-10-14,20232024,regular,Philadelphia Flyers,PHI,2,Ottawa Senators,OTT,5,,20011,2:30,0,,1,2026-08-08
2023-10-14,20232024,regular,Calgary Flames,CGY,2,Pittsburgh Penguins,PIT,5,,17635,2:30,0,,1,2026-08-08
2023-10-14,20232024,regular,Colorado Avalanche,COL,2,San Jose Sharks,SJ,1,SO,17435,2:46,0,,1,2026-08-08
2023-10-14,20232024,regular,Seattle Kraken,SEA,1,St. Louis Blues,STL,2,SO,18096,2:33,0,,1,2026-08-08
2023-10-14,20232024,regular,Minnesota Wild,MIN,4,Toronto Maple Leafs,TOR,7,,18903,2:36,0,,1,2026-08-08
2023-10-14,20232024,regular,Anaheim Ducks,ANA,1,Vegas Golden Knights,VEG,4,,18033,2:35,0,,1,2026-08-08
2023-10-14,20232024,regular,Florida Panthers,FLA,4,Winnipeg Jets,WPG,6,,13410,2:32,0,,1,2026-08-08
2023-10-15,20232024,regular,Carolina Hurricanes,CAR,3,Anaheim Ducks,ANA,6,,17278,2:32,0,,1,2026-08-08
2023-10-15,20232024,regular,Tampa Bay Lightning,TB,2,Ottawa Senators,OTT,5,,15584,2:27,0,,1,2026-08-08
2023-10-16,20232024,regular,Detroit Red Wings,DET,4,Columbus Blue Jackets,CBJ,0,,14959,2:25,0,,1,2026-08-08
2023-10-16,20232024,regular,Florida Panthers,FLA,4,New Jersey Devils,NJ,3,,15023,2:30,0,,1,2026-08-08
2023-10-16,20232024,regular,Arizona Coyotes,UTA,1,New York Rangers,NYR,2,,18006,2:29,0,,1,2026-08-08
2023-10-16,20232024,regular,Chicago Blackhawks,CHI,4,Toronto Maple Leafs,TOR,1,,19101,2:37,0,,1,2026-08-08
2023-10-16,20232024,regular,Calgary Flames,CGY,2,Washington Capitals,WAS,3,SO,16489,2:43,0,,1,2026-08-08
2023-10-17,20232024,regular,Tampa Bay Lightning,TB,2,Buffalo Sabres,BUF,3,OT,12598,2:27,0,,1,2026-08-08
2023-10-17,20232024,regular,Minnesota Wild,MIN,5,Montreal Canadiens,MON,2,,21105,2:36,0,,1,2026-08-08
2023-10-17,20232024,regular,Edmonton Oilers,EDM,6,Nashville Predators,NAS,1,,17216,2:27,0,,1,2026-08-08
2023-10-17,20232024,regular,Arizona Coyotes,UTA,0,New York Islanders,NYI,1,,14456,2:22,0,,1,2026-08-08
2023-10-17,20232024,regular,Vancouver Canucks,VAN,0,Philadelphia Flyers,PHI,2,,18883,2:28,0,,1,2026-08-08
2023-10-17,20232024,regular,Carolina Hurricanes,CAR,6,San Jose Sharks,SJ,3,,10378,2:33,0,,1,2026-08-08
2023-10-17,20232024,regular,Colorado Avalanche,COL,4,Seattle Kraken,SEA,1,,17151,2:35,0,,1,2026-08-08
2023-10-17,20232024,regular,Dallas Stars,DAL,2,Vegas Golden Knights,VEG,3,SO,17612,2:47,0,,1,2026-08-08
2023-10-17,20232024,regular,Los Angeles Kings,LA,5,Winnipeg Jets,WPG,1,,11226,2:24,0,,1,2026-08-08
2023-10-18,20232024,regular,Pittsburgh Penguins,PIT,3,Detroit Red Wings,DET,6,,18895,2:31,0,,1,2026-08-08
2023-10-18,20232024,regular,Washington Capitals,WAS,1,Ottawa Senators,OTT,6,,15021,2:31,0,,1,2026-08-08
2023-10-19,20232024,regular,Dallas Stars,DAL,3,Anaheim Ducks,ANA,2,,14274,2:23,0,,1,2026-08-08
2023-10-19,20232024,regular,Calgary Flames,CGY,4,Buffalo Sabres,BUF,3,,13025,2:34,0,,1,2026-08-08
2023-10-19,20232024,regular,Chicago Blackhawks,CHI,0,Colorado Avalanche,COL,4,,18140,2:24,0,,1,2026-08-08
2023-10-19,20232024,regular,Toronto Maple Leafs,TOR,1,Florida Panthers,FLA,3,,19288,2:30,0,,1,2026-08-08
2023-10-19,20232024,regular,Los Angeles Kings,LA,7,Minnesota Wild,MIN,3,,18689,2:35,0,,1,2026-08-08
2023-10-19,20232024,regular,Nashville Predators,NAS,4,New York Rangers,NYR,1,,18006,2:24,0,,1,2026-08-08
2023-10-19,20232024,regular,Edmonton Oilers,EDM,1,Philadelphia Flyers,PHI,4,,17590,2:29,0,,1,2026-08-08
2023-10-19,20232024,regular,Boston Bruins,BOS,3,San Jose Sharks,SJ,1,,12501,2:30,0,,1,2026-08-08
2023-10-19,20232024,regular,Carolina Hurricanes,CAR,4,Seattle Kraken,SEA,7,,17151,2:36,0,,1,2026-08-08
2023-10-19,20232024,regular,Arizona Coyotes,UTA,6,St. Louis Blues,STL,2,,18096,2:35,0,,1,2026-08-08
2023-10-19,20232024,regular,Vancouver Canucks,VAN,3,Tampa Bay Lightning,TB,4,,19092,2:32,0,,1,2026-08-08
2023-10-19,20232024,regular,Vegas Golden Knights,VEG,5,Winnipeg Jets,WPG,3,,11521,2:18,0,,1,2026-08-08
2023-10-20,20232024,regular,Calgary Flames,CGY,1,Columbus Blue Jackets,CBJ,3,,16276,2:25,0,,1,2026-08-08
2023-10-20,20232024,regular,New Jersey Devils,NJ,5,New York Islanders,NYI,4,OT,17255,2:33,0,,1,2026-08-08
2023-10-21,20232024,regular,Anaheim Ducks,ANA,1,Arizona Coyotes,UTA,2,,4600,2:30,0,,1,2026-08-08
2023-10-21,20232024,regular,New York Islanders,NYI,1,Buffalo Sabres,BUF,3,,16179,2:27,0,,1,2026-08-08
2023-10-21,20232024,regular,Vegas Golden Knights,VEG,5,Chicago Blackhawks,CHI,3,,19867,2:27,0,,1,2026-08-08
2023-10-21,20232024,regular,Carolina Hurricanes,CAR,4,Colorado Avalanche,COL,6,,18131,2:32,0,,1,2026-08-08
2023-10-21,20232024,regular,Philadelphia Flyers,PHI,4,Dallas Stars,DAL,5,OT,18532,2:34,0,,1,2026-08-08
2023-10-21,20232024,regular,Winnipeg Jets,WPG,3,Edmonton Oilers,EDM,2,OT,18347,2:40,0,,1,2026-08-08
2023-10-21,20232024,regular,Vancouver Canucks,VAN,5,Florida Panthers,FLA,3,,16991,2:24,0,,1,2026-08-08
2023-10-21,20232024,regular,Boston Bruins,BOS,4,Los Angeles Kings,LA,2,,18145,2:44,0,,1,2026-08-08
2023-10-21,20232024,regular,Columbus Blue Jackets,CBJ,5,Minnesota Wild,MIN,4,OT,18479,2:39,0,,1,2026-08-08
2023-10-21,20232024,regular,Washington Capitals,WAS,2,Montreal Canadiens,MON,3,OT,21105,2:31,0,,1,2026-08-08
2023-10-21,20232024,regular,San Jose Sharks,SJ,1,Nashville Predators,NAS,5,,17222,2:28,0,,1,2026-08-08
2023-10-21,20232024,regular,Detroit Red Wings,DET,5,Ottawa Senators,OTT,2,,18834,2:31,0,,1,2026-08-08
2023-10-21,20232024,regular,New York Rangers,NYR,4,Seattle Kraken,SEA,1,,17151,2:38,0,,1,2026-08-08
2023-10-21,20232024,regular,Pittsburgh Penguins,PIT,2,St. Louis Blues,STL,4,,18096,2:21,0,,1,2026-08-08
2023-10-21,20232024,regular,Toronto Maple Leafs,TOR,4,Tampa Bay Lightning,TB,3,OT,19092,2:35,0,,1,2026-08-08
2023-10-22,20232024,regular,Boston Bruins,BOS,3,Anaheim Ducks,ANA,1,,14264,2:26,0,,1,2026-08-08
2023-10-22,20232024,regular,Calgary Flames,CGY,2,Detroit Red Wings,DET,6,,17626,2:26,0,,1,2026-08-08
2023-10-23,20232024,regular,Montreal Canadiens,MON,3,Buffalo Sabres,BUF,1,,13507,2:22,0,,1,2026-08-08
2023-10-24,20232024,regular,New York Rangers,NYR,3,Calgary Flames,CGY,1,,16800,2:25,0,,1,2026-08-08
2023-10-24,20232024,regular,Boston Bruins,BOS,3,Chicago Blackhawks,CHI,0,,19370,2:36,0,,1,2026-08-08
2023-10-24,20232024,regular,Anaheim Ducks,ANA,3,Columbus Blue Jackets,CBJ,2,OT,16432,2:28,0,,1,2026-08-08
2023-10-24,20232024,regular,Seattle Kraken,SEA,5,Detroit Red Wings,DET,4,OT,16894,2:40,0,,1,2026-08-08
2023-10-24,20232024,regular,San Jose Sharks,SJ,1,Florida Panthers,FLA,3,,16142,2:24,0,,1,2026-08-08
2023-10-24,20232024,regular,Arizona Coyotes,UTA,3,Los Angeles Kings,LA,6,,17668,2:42,0,,1,2026-08-08
2023-10-24,20232024,regular,Edmonton Oilers,EDM,4,Minnesota Wild,MIN,7,,17064,2:30,0,,1,2026-08-08
2023-10-24,20232024,regular,New Jersey Devils,NJ,5,Montreal Canadiens,MON,2,,21105,2:32,0,,1,2026-08-08
2023-10-24,20232024,regular,Vancouver Canucks,VAN,3,Nashville Predators,NAS,2,,17159,2:17,0,,1,2026-08-08
2023-10-24,20232024,regular,Colorado Avalanche,COL,7,New York Islanders,NYI,4,,14856,2:31,0,,1,2026-08-08
2023-10-24,20232024,regular,Buffalo Sabres,BUF,6,Ottawa Senators,OTT,4,,14278,2:38,0,,1,2026-08-08
2023-10-24,20232024,regular,Dallas Stars,DAL,4,Pittsburgh Penguins,PIT,1,,17209,2:29,0,,1,2026-08-08
2023-10-24,20232024,regular,Carolina Hurricanes,CAR,0,Tampa Bay Lightning,TB,3,,19092,2:27,0,,1,2026-08-08
2023-10-24,20232024,regular,Philadelphia Flyers,PHI,2,Vegas Golden Knights,VEG,3,,17717,2:31,0,,1,2026-08-08
2023-10-24,20232024,regular,Toronto Maple Leafs,TOR,4,Washington Capitals,WAS,1,,16641,2:20,0,,1,2026-08-08
2023-10-24,20232024,regular,St. Louis Blues,STL,2,Winnipeg Jets,WPG,4,,11136,2:21,0,,1,2026-08-08
2023-10-25,20232024,regular,Washington Capitals,WAS,6,New Jersey Devils,NJ,4,,16117,2:23,0,,1,2026-08-08
2023-10-26,20232024,regular,Anaheim Ducks,ANA,4,Boston Bruins,BOS,3,OT,17850,2:44,0,,1,2026-08-08
2023-10-26,20232024,regular,St. Louis Blues,STL,3,Calgary Flames,CGY,0,,16897,2:26,0,,1,2026-08-08
2023-10-26,20232024,regular,Seattle Kraken,SEA,2,Carolina Hurricanes,CAR,3,OT,18780,2:38,0,,1,2026-08-08
2023-10-26,20232024,regular,Toronto Maple Leafs,TOR,4,Dallas Stars,DAL,1,,18532,2:21,0,,1,2026-08-08
2023-10-26,20232024,regular,Winnipeg Jets,WPG,4,Detroit Red Wings,DET,1,,17857,2:25,0,,1,2026-08-08
2023-10-26,20232024,regular,New York Rangers,NYR,3,Edmonton Oilers,EDM,0,,17939,2:26,0,,1,2026-08-08
2023-10-26,20232024,regular,Columbus Blue Jackets,CBJ,3,Montreal Canadiens,MON,4,OT,21105,2:35,0,,1,2026-08-08
2023-10-26,20232024,regular,Ottawa Senators,OTT,2,New York Islanders,NYI,3,,14911,2:37,0,,1,2026-08-08
2023-10-26,20232024,regular,Minnesota Wild,MIN,2,Philadelphia Flyers,PHI,6,,17144,2:30,0,,1,2026-08-08
2023-10-26,20232024,regular,Colorado Avalanche,COL,0,Pittsburgh Penguins,PIT,4,,17154,2:26,0,,1,2026-08-08
2023-10-26,20232024,regular,San Jose Sharks,SJ,0,Tampa Bay Lightning,TB,6,,19092,2:23,0,,1,2026-08-08
2023-10-27,20232024,regular,Los Angeles Kings,LA,5,Arizona Coyotes,UTA,4,,4600,2:37,0,,1,2026-08-08
2023-10-27,20232024,regular,San Jose Sharks,SJ,0,Carolina Hurricanes,CAR,3,,18700,2:37,0,,1,2026-08-08
2023-10-27,20232024,regular,Buffalo Sabres,BUF,4,New Jersey Devils,NJ,5,,16514,2:30,0,,1,2026-08-08
2023-10-27,20232024,regular,St. Louis Blues,STL,0,Vancouver Canucks,VAN,5,,18548,2:23,0,,1,2026-08-08
2023-10-27,20232024,regular,Chicago Blackhawks,CHI,4,Vegas Golden Knights,VEG,3,OT,18338,2:27,0,,1,2026-08-08
2023-10-27,20232024,regular,Minnesota Wild,MIN,2,Washington Capitals,WAS,3,SO,16602,2:45,0,,1,2026-08-08
2023-10-28,20232024,regular,Detroit Red Wings,DET,1,Boston Bruins,BOS,4,,17850,2:25,0,,1,2026-08-08
2023-10-28,20232024,regular,New York Islanders,NYI,2,Columbus Blue Jackets,CBJ,0,,15424,2:13,0,,1,2026-08-08
2023-10-28,20232024,regular,Seattle Kraken,SEA,2,Florida Panthers,FLA,3,,16780,2:33,0,,1,2026-08-08
2023-10-28,20232024,regular,Vegas Golden Knights,VEG,4,Los Angeles Kings,LA,3,SO,18145,2:38,0,,1,2026-08-08
2023-10-28,20232024,regular,Winnipeg Jets,WPG,3,Montreal Canadiens,MON,4,SO,21105,2:41,0,,1,2026-08-08
2023-10-28,20232024,regular,Toronto Maple Leafs,TOR,2,Nashville Predators,NAS,3,OT,17537,2:31,0,,1,2026-08-08
2023-10-28,20232024,regular,Anaheim Ducks,ANA,7,Philadelphia Flyers,PHI,4,,18275,2:33,0,,1,2026-08-08
2023-10-28,20232024,regular,Ottawa Senators,OTT,5,Pittsburgh Penguins,PIT,2,,17631,2:29,0,,1,2026-08-08
2023-10-28,20232024,regular,New York Rangers,NYR,4,Vancouver Canucks,VAN,3,OT,18483,2:31,0,,1,2026-08-08
2023-10-29,20232024,regular,Colorado Avalanche,COL,0,Buffalo Sabres,BUF,4,,15717,2:25,0,,1,2026-08-08
2023-10-29,20232024,regular,Calgary Flames,CGY,2,Edmonton Oilers,EDM,5,,55411,2:37,1,"at Commonwealth Stadium (Edmonton, AB)",1,2026-08-08
2023-10-29,20232024,regular,Minnesota Wild,MIN,3,New Jersey Devils,NJ,4,,16514,2:25,0,,1,2026-08-08
2023-10-29,20232024,regular,San Jose Sharks,SJ,1,Washington Capitals,WAS,3,,15856,2:26,0,,1,2026-08-08
2023-10-30,20232024,regular,Chicago Blackhawks,CHI,1,Arizona Coyotes,UTA,8,,4600,2:31,0,,1,2026-08-08
2023-10-30,20232024,regular,Florida Panthers,FLA,2,Boston Bruins,BOS,3,OT,17850,2:36,0,,1,2026-08-08
2023-10-30,20232024,regular,Columbus Blue Jackets,CBJ,3,Dallas Stars,DAL,5,,18532,2:22,0,,1,2026-08-08
2023-10-30,20232024,regular,Detroit Red Wings,DET,4,New York Islanders,NYI,3,OT,15407,2:35,0,,1,2026-08-08
2023-10-30,20232024,regular,Carolina Hurricanes,CAR,3,Philadelphia Flyers,PHI,2,,15569,2:27,0,,1,2026-08-08
2023-10-30,20232024,regular,Anaheim Ducks,ANA,4,Pittsburgh Penguins,PIT,3,,16903,2:34,0,,1,2026-08-08
2023-10-30,20232024,regular,Seattle Kraken,SEA,4,Tampa Bay Lightning,TB,3,OT,19092,2:30,0,,1,2026-08-08
2023-10-30,20232024,regular,Montreal Canadiens,MON,2,Vegas Golden Knights,VEG,3,SO,17791,2:43,0,,1,2026-08-08
2023-10-30,20232024,regular,New York Rangers,NYR,3,Winnipeg Jets,WPG,2,OT,11898,2:29,0,,1,2026-08-08
2023-10-31,20232024,regular,Los Angeles Kings,LA,4,Toronto Maple Leafs,TOR,1,,18531,2:20,0,,1,2026-08-08
2023-10-31,20232024,regular,Nashville Predators,NAS,2,Vancouver Canucks,VAN,5,,18413,2:23,0,,1,2026-08-08
2023-11-01,20232024,regular,Arizona Coyotes,UTA,3,Anaheim Ducks,ANA,4,OT,14894,2:37,0,,1,2026-08-08
2023-11-01,20232024,regular,Dallas Stars,DAL,4,Calgary Flames,CGY,3,,16786,2:32,0,,1,2026-08-08
2023-11-01,20232024,regular,St. Louis Blues,STL,1,Colorado Avalanche,COL,4,,18091,2:31,0,,1,2026-08-08
2023-11-01,20232024,regular,Buffalo Sabres,BUF,5,Philadelphia Flyers,PHI,2,,17279,2:30,0,,1,2026-08-08
2023-11-02,20232024,regular,Montreal Canadiens,MON,2,Arizona Coyotes,UTA,3,,4600,2:33,0,,1,2026-08-08
2023-11-02,20232024,regular,Toronto Maple Leafs,TOR,2,Boston Bruins,BOS,3,SO,17850,2:36,0,,1,2026-08-08
2023-11-02,20232024,regular,Tampa Bay Lightning,TB,2,Columbus Blue Jackets,CBJ,4,,14276,2:32,0,,1,2026-08-08
2023-11-02,20232024,regular,Florida Panthers,FLA,2,Detroit Red Wings,DET,0,,17233,2:27,0,,1,2026-08-08
2023-11-02,20232024,regular,Dallas Stars,DAL,4,Edmonton Oilers,EDM,3,,17290,2:32,0,,1,2026-08-08
2023-11-02,20232024,regular,New Jersey Devils,NJ,5,Minnesota Wild,MIN,3,,18399,2:24,0,,1,2026-08-08
2023-11-02,20232024,regular,Carolina Hurricanes,CAR,1,New York Rangers,NYR,2,,18006,2:31,0,,1,2026-08-08
2023-11-02,20232024,regular,Los Angeles Kings,LA,3,Ottawa Senators,OTT,2,,16216,2:24,0,,1,2026-08-08
2023-11-02,20232024,regular,Vancouver Canucks,VAN,10,San Jose Sharks,SJ,1,,10719,2:32,0,,1,2026-08-08
2023-11-02,20232024,regular,Nashville Predators,NAS,2,Seattle Kraken,SEA,4,,17151,2:24,0,,1,2026-08-08
2023-11-02,20232024,regular,Winnipeg Jets,WPG,2,Vegas Golden Knights,VEG,5,,17878,2:27,0,,1,2026-08-08
2023-11-02,20232024,regular,New York Islanders,NYI,3,Washington Capitals,WAS,0,,16209,2:23,0,,1,2026-08-08
2023-11-03,20232024,regular,Philadelphia Flyers,PHI,5,Buffalo Sabres,BUF,1,,16612,2:12,0,,1,2026-08-08
2023-11-03,20232024,regular,New Jersey Devils,NJ,1,St. Louis Blues,STL,4,,18096,2:24,0,,1,2026-08-08
2023-11-04,20232024,regular,Winnipeg Jets,WPG,5,Arizona Coyotes,UTA,3,,4600,2:19,0,,1,2026-08-08
2023-11-04,20232024,regular,Florida Panthers,FLA,2,Chicago Blackhawks,CHI,5,,18666,2:22,0,,1,2026-08-08
2023-11-04,20232024,regular,Boston Bruins,BOS,4,Detroit Red Wings,DET,5,,18676,2:40,0,,1,2026-08-08
2023-11-04,20232024,regular,Nashville Predators,NAS,5,Edmonton Oilers,EDM,2,,18354,2:28,0,,1,2026-08-08
2023-11-04,20232024,regular,New York Rangers,NYR,4,Minnesota Wild,MIN,5,SO,18678,2:38,0,,1,2026-08-08
2023-11-04,20232024,regular,Carolina Hurricanes,CAR,4,New York Islanders,NYI,3,OT,17255,2:31,0,,1,2026-08-08
2023-11-04,20232024,regular,Tampa Bay Lightning,TB,6,Ottawa Senators,OTT,4,,17387,2:36,0,,1,2026-08-08
2023-11-04,20232024,regular,Los Angeles Kings,LA,5,Philadelphia Flyers,PHI,0,,18304,2:24,0,,1,2026-08-08
2023-11-04,20232024,regular,Pittsburgh Penguins,PIT,10,San Jose Sharks,SJ,2,,17435,2:28,0,,1,2026-08-08
2023-11-04,20232024,regular,Calgary Flames,CGY,6,Seattle Kraken,SEA,3,,17151,2:19,0,,1,2026-08-08
2023-11-04,20232024,regular,Montreal Canadiens,MON,3,St. Louis Blues,STL,6,,18096,2:29,0,,1,2026-08-08
2023-11-04,20232024,regular,Buffalo Sabres,BUF,6,Toronto Maple Leafs,TOR,4,,18902,2:28,0,,1,2026-08-08
2023-11-04,20232024,regular,Dallas Stars,DAL,0,Vancouver Canucks,VAN,2,,18895,2:25,0,,1,2026-08-08
2023-11-04,20232024,regular,Colorado Avalanche,COL,0,Vegas Golden Knights,VEG,7,,18512,2:40,0,,1,2026-08-08
2023-11-04,20232024,regular,Columbus Blue Jackets,CBJ,1,Washington Capitals,WAS,2,,18573,2:30,0,,1,2026-08-08
2023-11-05,20232024,regular,Vegas Golden Knights,VEG,2,Anaheim Ducks,ANA,4,,15720,2:22,0,,1,2026-08-08
2023-11-05,20232024,regular,New Jersey Devils,NJ,4,Chicago Blackhawks,CHI,2,,18388,2:31,0,,1,2026-08-08
2023-11-06,20232024,regular,Boston Bruins,BOS,3,Dallas Stars,DAL,2,,18532,2:37,0,,1,2026-08-08
2023-11-06,20232024,regular,Columbus Blue Jackets,CBJ,4,Florida Panthers,FLA,5,OT,17103,2:27,0,,1,2026-08-08
2023-11-06,20232024,regular,Tampa Bay Lightning,TB,5,Toronto Maple Leafs,TOR,6,OT,18445,2:30,0,,1,2026-08-08
2023-11-06,20232024,regular,Edmonton Oilers,EDM,2,Vancouver Canucks,VAN,6,,18857,2:44,0,,1,2026-08-08
2023-11-07,20232024,regular,Pittsburgh Penguins,PIT,2,Anaheim Ducks,ANA,0,,16043,2:32,0,,1,2026-08-08
2023-11-07,20232024,regular,Seattle Kraken,SEA,3,Arizona Coyotes,UTA,4,SO,4600,2:40,0,,1,2026-08-08
2023-11-07,20232024,regular,Nashville Predators,NAS,2,Calgary Flames,CGY,4,,16975,2:29,0,,1,2026-08-08
2023-11-07,20232024,regular,Buffalo Sabres,BUF,2,Carolina Hurricanes,CAR,3,OT,18700,2:25,0,,1,2026-08-08
2023-11-07,20232024,regular,New Jersey Devils,NJ,3,Colorado Avalanche,COL,6,,18087,2:38,0,,1,2026-08-08
2023-11-07,20232024,regular,Tampa Bay Lightning,TB,5,Montreal Canadiens,MON,3,,21105,2:32,0,,1,2026-08-08
2023-11-07,20232024,regular,Minnesota Wild,MIN,4,New York Islanders,NYI,2,,13527,2:30,0,,1,2026-08-08
2023-11-07,20232024,regular,Detroit Red Wings,DET,3,New York Rangers,NYR,5,,18006,2:25,0,,1,2026-08-08
2023-11-07,20232024,regular,Philadelphia Flyers,PHI,1,San Jose Sharks,SJ,2,,10074,2:31,0,,1,2026-08-08
2023-11-07,20232024,regular,Winnipeg Jets,WPG,5,St. Louis Blues,STL,2,,18096,2:24,0,,1,2026-08-08
2023-11-08,20232024,regular,Ottawa Senators,OTT,6,Toronto Maple Leafs,TOR,3,,18372,2:20,0,,1,2026-08-08
2023-11-08,20232024,regular,Los Angeles Kings,LA,4,Vegas Golden Knights,VEG,1,,18330,2:27,0,,1,2026-08-08
2023-11-08,20232024,regular,Florida Panthers,FLA,4,Washington Capitals,WAS,3,OT,16104,2:30,0,,1,2026-08-08
2023-11-09,20232024,regular,New York Islanders,NYI,2,Boston Bruins,BOS,5,,17850,2:24,0,,1,2026-08-08
2023-11-09,20232024,regular,Seattle Kraken,SEA,4,Colorado Avalanche,COL,3,,18124,2:29,0,,1,2026-08-08
2023-11-09,20232024,regular,Dallas Stars,DAL,5,Columbus Blue Jackets,CBJ,2,,15253,2:25,0,,1,2026-08-08
2023-11-09,20232024,regular,Montreal Canadiens,MON,3,Detroit Red Wings,DET,2,OT,18504,2:40,0,,1,2026-08-08
2023-11-09,20232024,regular,Pittsburgh Penguins,PIT,4,Los Angeles Kings,LA,3,OT,18145,2:31,0,,1,2026-08-08
2023-11-09,20232024,regular,Minnesota Wild,MIN,1,New York Rangers,NYR,4,,18006,2:23,0,,1,2026-08-08
2023-11-09,20232024,regular,Vancouver Canucks,VAN,5,Ottawa Senators,OTT,2,,16653,2:22,0,,1,2026-08-08
2023-11-09,20232024,regular,Edmonton Oilers,EDM,2,San Jose Sharks,SJ,3,,12206,2:26,0,,1,2026-08-08
2023-11-09,20232024,regular,Arizona Coyotes,UTA,1,St. Louis Blues,STL,2,,18096,2:36,0,,1,2026-08-08
2023-11-09,20232024,regular,Chicago Blackhawks,CHI,5,Tampa Bay Lightning,TB,3,,19092,2:32,0,,1,2026-08-08
2023-11-09,20232024,regular,Nashville Predators,NAS,3,Winnipeg Jets,WPG,6,,12199,2:30,0,,1,2026-08-08
2023-11-10,20232024,regular,Philadelphia Flyers,PHI,6,Anaheim Ducks,ANA,3,,15550,2:32,0,,1,2026-08-08
2023-11-10,20232024,regular,Minnesota Wild,MIN,2,Buffalo Sabres,BUF,3,,17031,2:26,0,,1,2026-08-08
2023-11-10,20232024,regular,Carolina Hurricanes,CAR,2,Florida Panthers,FLA,5,,17845,2:33,0,,1,2026-08-08
2023-11-10,20232024,regular,Washington Capitals,WAS,4,New Jersey Devils,NJ,2,,16514,2:26,0,,1,2026-08-08
2023-11-10,20232024,regular,Calgary Flames,CGY,4,Toronto Maple Leafs,TOR,5,SO,18939,2:38,0,,1,2026-08-08
2023-11-10,20232024,regular,San Jose Sharks,SJ,0,Vegas Golden Knights,VEG,5,,18423,2:27,0,,1,2026-08-08
2023-11-11,20232024,regular,St. Louis Blues,STL,8,Colorado Avalanche,COL,2,,18132,2:34,0,,1,2026-08-08
2023-11-11,20232024,regular,Columbus Blue Jackets,CBJ,4,Detroit Red Wings,DET,5,,19156,2:27,0,,1,2026-08-08
2023-11-11,20232024,regular,Philadelphia Flyers,PHI,4,Los Angeles Kings,LA,2,,18145,2:25,0,,1,2026-08-08
